Component ID,Component Name,Parent Component ID,Quantity,Level (Hierarchy Level),Assembly Type,Criticality Level (High/Medium/Low),Supplier ID,Lead Time (Weeks)
COMP0415,Crystal-9042,COMP0003,93,2,PCB Assembly,Medium,SUPP010,22
COMP0095,MOSFET-7932,COMP0491,187,3,Raw Part,Medium,SUPP027,37
COMP0424,Capacitor-1878,COMP0181,92,3,Raw Part,Medium,SUPP018,52
COMP0035,Inductor-7065,COMP0321,97,3,Module,Medium,SUPP017,51
COMP0265,Crystal-6085,COMP0061,128,2,Sub-assembly,Medium,SUPP043,2
COMP0115,Diode-8749,COMP0149,65,4,Raw Part,Medium,SUPP021,19
COMP0039,MOSFET-3803,COMP0124,133,3,Module,Medium,SUPP052,40
COMP0030,Resistor-4733,COMP0457,29,3,Raw Part,Low,SUPP034,42
COMP0016,LED-7924,ROOT,108,1,Sub-assembly,Medium,SUPP098,4
COMP0072,IC-3591,COMP0419,188,2,Raw Part,Low,SUPP008,16
COMP0253,IC-9977,ROOT,145,1,Module,Low,SUPP098,52
COMP0019,Microcontroller-2674,COMP0037,107,3,Raw Part,Medium,SUPP011,36
COMP0246,Microcontroller-7592,COMP0139,186,4,Sub-assembly,High,SUPP065,15
COMP0333,Connector-1317,COMP0245,78,3,PCB Assembly,Low,SUPP030,2
COMP0477,Inductor-6403,ROOT,199,1,PCB Assembly,High,SUPP078,25
COMP0350,IC-4249,COMP0010,142,3,Raw Part,Medium,SUPP049,45
COMP0065,MOSFET-8668,COMP0219,141,3,Sub-assembly,Medium,SUPP079,24
COMP0181,Capacitor-2753,COMP0224,15,2,Sub-assembly,High,SUPP002,15
COMP0212,IC-5065,COMP0455,138,3,Raw Part,Low,SUPP002,47
COMP0128,Inductor-7912,COMP0040,15,4,Sub-assembly,High,SUPP006,21
COMP0180,Inductor-5333,COMP0456,63,3,Cable Assembly,High,SUPP051,31
COMP0337,Crystal-1659,COMP0040,20,2,Sub-assembly,Medium,SUPP064,46
COMP0377,Diode-6813,COMP0460,57,4,Raw Part,Medium,SUPP047,50
COMP0283,Crystal-9702,COMP0335,63,2,Raw Part,Medium,SUPP090,35
COMP0258,Connector-4501,COMP0178,106,2,PCB Assembly,Medium,SUPP036,6
COMP0105,MOSFET-4608,COMP0431,134,4,Sub-assembly,Low,SUPP027,8
COMP0191,Resistor-6464,COMP0404,37,3,Sub-assembly,Medium,SUPP057,42
COMP0392,Connector-9698,COMP0059,6,3,Raw Part,High,SUPP036,38
COMP0197,LED-3442,COMP0495,22,2,Sub-assembly,Low,SUPP050,32
COMP0010,MOSFET-1434,COMP0197,114,4,Sub-assembly,Medium,SUPP024,43
COMP0221,IC-6378,COMP0339,79,3,Sub-assembly,Low,SUPP004,39
COMP0387,Connector-1282,COMP0473,68,4,PCB Assembly,Medium,SUPP097,2
COMP0175,Connector-9900,COMP0319,112,3,Module,Low,SUPP095,49
COMP0030,Resistor-4733,COMP0284,100,4,Cable Assembly,Low,SUPP037,35
COMP0238,Sensor-4228,COMP0369,146,3,PCB Assembly,Medium,SUPP049,30
COMP0382,Capacitor-4954,COMP0122,34,4,Module,Medium,SUPP088,18
COMP0044,Crystal-6313,COMP0395,139,4,Sub-assembly,Medium,SUPP005,40
COMP0141,Transistor-8454,COMP0338,65,3,PCB Assembly,Low,SUPP078,1
COMP0064,IC-7252,COMP0339,83,2,PCB Assembly,Low,SUPP057,30
COMP0009,Diode-9279,COMP0239,10,3,Cable Assembly,Medium,SUPP072,14
COMP0210,Resistor-3938,ROOT,21,1,Sub-assembly,Medium,SUPP041,5
COMP0226,Microcontroller-1452,COMP0393,71,2,Sub-assembly,Medium,SUPP030,41
COMP0090,Capacitor-9727,COMP0317,168,2,Sub-assembly,High,SUPP005,12
COMP0351,Capacitor-4978,COMP0226,149,3,Raw Part,Medium,SUPP030,4
COMP0488,Sensor-6927,COMP0133,66,3,Sub-assembly,Low,SUPP046,35
COMP0368,Connector-8616,ROOT,61,1,Raw Part,High,SUPP057,8
COMP0262,Transistor-9445,ROOT,53,1,Raw Part,Medium,SUPP088,27
COMP0037,Crystal-5374,COMP0449,73,3,Sub-assembly,Medium,SUPP047,22
COMP0500,Capacitor-4681,COMP0334,96,3,Raw Part,Low,SUPP080,2
COMP0083,MOSFET-6310,COMP0149,39,3,Module,High,SUPP078,14
COMP0414,LED-3068,COMP0367,200,2,PCB Assembly,Low,SUPP092,23
COMP0482,Microcontroller-5135,COMP0426,150,2,Sub-assembly,Low,SUPP049,49
COMP0333,Connector-1317,ROOT,20,1,Cable Assembly,Low,SUPP073,33
COMP0295,Diode-5451,COMP0376,108,3,Raw Part,High,SUPP068,52
COMP0027,Crystal-6925,COMP0338,135,3,Raw Part,Medium,SUPP025,37
COMP0151,Inductor-1931,COMP0169,63,4,PCB Assembly,Low,SUPP030,30
COMP0162,Diode-6147,COMP0060,178,3,Sub-assembly,Low,SUPP053,24
COMP0041,Inductor-8573,COMP0259,20,3,Module,Medium,SUPP078,15
COMP0230,MOSFET-8119,COMP0118,146,4,PCB Assembly,Low,SUPP069,16
COMP0398,Capacitor-4155,COMP0346,150,4,PCB Assembly,Medium,SUPP037,22
COMP0161,Microcontroller-5272,COMP0210,108,2,Raw Part,High,SUPP064,41
COMP0452,Capacitor-1977,COMP0461,47,4,Module,High,SUPP016,27
COMP0135,Diode-3724,COMP0365,121,4,PCB Assembly,High,SUPP005,28
COMP0013,IC-4611,COMP0038,34,3,Raw Part,Medium,SUPP050,28
COMP0182,LED-3546,COMP0357,143,2,Sub-assembly,Medium,SUPP044,22
COMP0303,IC-6421,COMP0056,185,3,Sub-assembly,Low,SUPP046,29
COMP0467,MOSFET-1659,COMP0231,190,3,PCB Assembly,Medium,SUPP062,45
COMP0069,Crystal-9797,COMP0371,197,3,Raw Part,Low,SUPP066,6
COMP0078,Crystal-9317,COMP0304,152,4,Raw Part,Medium,SUPP049,21
COMP0225,IC-9785,COMP0370,151,2,Sub-assembly,Low,SUPP030,20
COMP0253,IC-9977,COMP0289,133,3,Module,Medium,SUPP055,19
COMP0166,Connector-6180,COMP0388,46,3,Cable Assembly,High,SUPP095,47
COMP0108,Diode-2104,COMP0143,148,3,Module,Medium,SUPP045,19
COMP0085,Capacitor-6947,COMP0141,125,2,Raw Part,Low,SUPP037,17
COMP0311,IC-7865,COMP0474,60,4,PCB Assembly,High,SUPP027,36
COMP0430,Sensor-7232,COMP0087,8,3,Raw Part,High,SUPP070,35
COMP0410,LED-9751,COMP0251,7,2,Raw Part,Medium,SUPP074,28
COMP0375,Connector-6325,COMP0065,117,3,Sub-assembly,High,SUPP091,8
COMP0228,Inductor-5349,COMP0253,68,4,Sub-assembly,High,SUPP036,47
COMP0343,MOSFET-4571,COMP0182,21,2,PCB Assembly,Medium,SUPP010,21
COMP0081,Inductor-9837,COMP0142,117,3,Raw Part,Medium,SUPP100,5
COMP0362,Crystal-8532,COMP0457,10,3,Raw Part,Low,SUPP067,21
COMP0098,LED-6107,COMP0339,161,4,Sub-assembly,Medium,SUPP002,16
COMP0071,Capacitor-5808,COMP0447,57,3,PCB Assembly,Medium,SUPP020,32
COMP0417,MOSFET-5658,COMP0255,73,2,Sub-assembly,Medium,SUPP012,34
COMP0439,Inductor-1043,COMP0110,1,3,Raw Part,Medium,SUPP079,14
COMP0364,IC-3885,COMP0215,177,2,Sub-assembly,Medium,SUPP075,16
COMP0327,Transistor-7211,COMP0272,169,3,Cable Assembly,Low,SUPP030,19
COMP0343,MOSFET-4571,COMP0408,162,3,Raw Part,Medium,SUPP062,19
COMP0050,Diode-9179,COMP0494,194,2,PCB Assembly,Medium,SUPP058,21
COMP0127,Sensor-8350,COMP0060,46,3,Raw Part,Medium,SUPP015,23
COMP0357,Capacitor-9289,COMP0066,199,3,Module,Low,SUPP063,39
COMP0211,LED-6442,COMP0015,75,3,Sub-assembly,Medium,SUPP053,4
COMP0288,LED-8777,COMP0134,173,4,Raw Part,Medium,SUPP057,28
COMP0205,Crystal-2684,COMP0028,69,2,Raw Part,Medium,SUPP082,3
COMP0158,MOSFET-1651,COMP0114,147,3,Module,Medium,SUPP100,41
COMP0057,Microcontroller-4593,COMP0315,157,4,Raw Part,Medium,SUPP003,47
COMP0011,Sensor-4257,COMP0047,200,4,PCB Assembly,Low,SUPP099,50
COMP0284,Sensor-6198,ROOT,13,1,Raw Part,Medium,SUPP026,11
COMP0430,Sensor-7232,COMP0441,184,3,Sub-assembly,Low,SUPP048,22
COMP0212,IC-5065,COMP0376,64,2,Module,High,SUPP003,49
COMP0482,Microcontroller-5135,COMP0257,102,3,PCB Assembly,High,SUPP037,20
COMP0013,IC-4611,COMP0396,177,2,Sub-assembly,Medium,SUPP016,51
COMP0194,Sensor-8007,COMP0068,190,3,Module,Low,SUPP010,5
COMP0259,Sensor-8752,COMP0391,188,3,Raw Part,High,SUPP070,39
COMP0471,MOSFET-8141,COMP0377,151,2,PCB Assembly,High,SUPP078,20
COMP0402,Diode-4545,COMP0263,191,2,Sub-assembly,Medium,SUPP026,7
COMP0136,IC-8956,COMP0296,121,4,Raw Part,Medium,SUPP029,27
COMP0288,LED-8777,COMP0146,180,2,Raw Part,Medium,SUPP003,32
COMP0373,Connector-7209,COMP0191,196,3,Raw Part,High,SUPP029,37
COMP0500,Capacitor-4681,ROOT,198,1,Sub-assembly,Medium,SUPP073,7
COMP0330,Microcontroller-7211,COMP0074,162,2,Cable Assembly,High,SUPP022,14
COMP0443,Diode-5720,COMP0304,64,4,Sub-assembly,Medium,SUPP061,34
COMP0371,Capacitor-5569,COMP0390,60,4,Sub-assembly,Medium,SUPP053,20
COMP0380,Sensor-1166,COMP0078,10,3,Raw Part,Medium,SUPP053,1
COMP0138,IC-1960,COMP0387,144,3,PCB Assembly,Medium,SUPP041,42
COMP0121,LED-1887,COMP0363,124,2,Raw Part,Low,SUPP094,6
COMP0472,Crystal-9056,COMP0359,20,2,Raw Part,Low,SUPP021,34
COMP0384,Connector-4937,COMP0102,113,2,Module,High,SUPP055,32
COMP0088,MOSFET-2290,COMP0269,125,3,Sub-assembly,Low,SUPP054,26
COMP0005,Crystal-9935,COMP0223,76,2,PCB Assembly,Low,SUPP035,34
COMP0166,Connector-6180,COMP0191,145,3,PCB Assembly,High,SUPP067,44
COMP0105,MOSFET-4608,COMP0488,183,4,Raw Part,Medium,SUPP061,30
COMP0108,Diode-2104,COMP0475,192,4,PCB Assembly,Low,SUPP018,11
COMP0269,Connector-2193,COMP0243,3,3,Raw Part,High,SUPP061,5
COMP0003,Diode-4657,COMP0097,52,2,PCB Assembly,Medium,SUPP043,7
COMP0032,Diode-2654,COMP0305,41,3,Sub-assembly,Medium,SUPP029,23
COMP0322,Resistor-7455,ROOT,50,1,Sub-assembly,Low,SUPP055,38
COMP0374,Microcontroller-1470,COMP0320,197,2,Raw Part,Medium,SUPP070,42
COMP0338,Resistor-5051,COMP0304,40,2,Sub-assembly,Medium,SUPP023,17
COMP0289,Connector-5246,COMP0409,134,2,Raw Part,Low,SUPP043,37
COMP0396,Transistor-6023,COMP0310,71,4,Cable Assembly,Low,SUPP079,43
COMP0466,Crystal-5415,COMP0087,1,3,PCB Assembly,Low,SUPP012,52
COMP0315,Transistor-8140,COMP0085,122,2,Module,Medium,SUPP007,9
COMP0262,Transistor-9445,COMP0218,171,4,Raw Part,Medium,SUPP098,8
COMP0124,LED-6559,COMP0194,199,3,Raw Part,Medium,SUPP040,34
COMP0163,Diode-5351,COMP0453,155,3,PCB Assembly,Low,SUPP082,18
COMP0365,LED-9548,COMP0224,144,2,Raw Part,Medium,SUPP033,44
COMP0062,Crystal-7916,COMP0223,167,3,Raw Part,High,SUPP047,30
COMP0395,Microcontroller-8434,COMP0373,109,3,Sub-assembly,Medium,SUPP025,25
COMP0192,Inductor-5291,COMP0383,3,2,Sub-assembly,Medium,SUPP025,1
COMP0301,LED-4505,COMP0049,95,2,Module,Medium,SUPP002,39
COMP0140,Resistor-7396,ROOT,71,1,Raw Part,Medium,SUPP090,46
COMP0130,Connector-5092,COMP0030,147,2,PCB Assembly,Low,SUPP061,39
COMP0324,Capacitor-8022,COMP0089,122,3,PCB Assembly,Medium,SUPP070,52
COMP0054,LED-9830,ROOT,8,1,Raw Part,Low,SUPP091,48
COMP0091,Inductor-3103,COMP0068,22,4,Raw Part,Low,SUPP008,29
COMP0327,Transistor-7211,COMP0161,25,3,Module,Medium,SUPP025,42
COMP0315,Transistor-8140,COMP0171,173,3,PCB Assembly,Medium,SUPP091,11
COMP0464,Resistor-2496,COMP0370,94,4,Raw Part,Low,SUPP052,27
COMP0429,MOSFET-4697,COMP0032,17,3,Sub-assembly,Low,SUPP019,47
COMP0137,Connector-4502,COMP0228,12,2,Sub-assembly,High,SUPP065,27
COMP0089,Capacitor-8962,COMP0432,1,3,Raw Part,Medium,SUPP016,22
COMP0239,Microcontroller-8066,COMP0357,23,3,Raw Part,Medium,SUPP015,6
COMP0094,Transistor-9645,COMP0096,82,3,Raw Part,Low,SUPP099,11
COMP0404,Transistor-9595,ROOT,164,1,Raw Part,High,SUPP093,16
COMP0158,MOSFET-1651,COMP0329,49,4,PCB Assembly,Low,SUPP040,4
COMP0195,Sensor-1158,COMP0092,72,3,Sub-assembly,Medium,SUPP029,13
COMP0140,Resistor-7396,COMP0091,76,4,Sub-assembly,Medium,SUPP012,32
COMP0182,LED-3546,COMP0179,198,3,Raw Part,Medium,SUPP081,44
COMP0426,MOSFET-5978,COMP0487,150,2,Raw Part,Medium,SUPP027,45
COMP0223,Transistor-6753,COMP0416,175,3,PCB Assembly,Medium,SUPP090,33
COMP0283,Crystal-9702,COMP0407,69,4,Sub-assembly,Low,SUPP034,14
COMP0240,Capacitor-6409,COMP0473,30,2,Raw Part,Medium,SUPP061,9
COMP0240,Capacitor-6409,COMP0191,145,3,Raw Part,Medium,SUPP005,21
COMP0360,Connector-2729,COMP0184,3,2,Sub-assembly,Medium,SUPP044,42
COMP0463,MOSFET-5102,COMP0468,92,2,Raw Part,Medium,SUPP024,49
COMP0012,LED-9928,COMP0316,117,3,Raw Part,Medium,SUPP094,26
COMP0243,LED-5920,COMP0130,186,4,Raw Part,Medium,SUPP087,26
COMP0154,MOSFET-2113,ROOT,60,1,PCB Assembly,Low,SUPP065,7
COMP0216,Connector-4644,COMP0138,148,3,Raw Part,High,SUPP066,11
COMP0473,Capacitor-8700,COMP0306,179,2,Module,High,SUPP073,49
COMP0072,IC-3591,COMP0171,14,2,Cable Assembly,Medium,SUPP099,10
COMP0411,Inductor-5494,COMP0203,43,3,Raw Part,Medium,SUPP026,12
COMP0155,Crystal-4853,COMP0095,61,2,Module,Medium,SUPP093,16
COMP0079,MOSFET-4258,COMP0433,199,3,Raw Part,Medium,SUPP045,7
COMP0242,Crystal-3041,COMP0202,179,3,Sub-assembly,Medium,SUPP049,30
COMP0362,Crystal-8532,COMP0470,25,2,Raw Part,Medium,SUPP018,26
COMP0396,Transistor-6023,COMP0145,173,2,PCB Assembly,Medium,SUPP051,35
COMP0037,Crystal-5374,COMP0343,190,3,Cable Assembly,High,SUPP078,12
COMP0394,LED-6419,COMP0186,88,2,Raw Part,High,SUPP077,49
COMP0204,Crystal-5088,COMP0331,59,4,Sub-assembly,High,SUPP028,20
COMP0223,Transistor-6753,COMP0197,168,2,Sub-assembly,High,SUPP040,25
COMP0346,MOSFET-2876,COMP0018,67,4,Cable Assembly,Medium,SUPP021,26
COMP0350,IC-4249,COMP0055,120,3,PCB Assembly,Medium,SUPP094,7
COMP0336,Diode-2124,COMP0412,4,4,Sub-assembly,High,SUPP065,25
COMP0352,Capacitor-5941,COMP0249,168,3,Cable Assembly,Medium,SUPP099,4
COMP0156,IC-2964,COMP0380,163,3,Sub-assembly,Low,SUPP058,33
COMP0191,Resistor-6464,COMP0365,86,4,PCB Assembly,Low,SUPP015,51
COMP0092,Crystal-8787,COMP0273,195,4,Raw Part,Medium,SUPP020,1
COMP0173,Diode-7054,COMP0363,152,4,Sub-assembly,Medium,SUPP079,47
COMP0447,Transistor-4241,COMP0025,119,3,Sub-assembly,High,SUPP063,30
COMP0188,Transistor-1832,ROOT,154,1,PCB Assembly,Medium,SUPP044,44
COMP0152,Sensor-2312,COMP0013,139,4,Sub-assembly,Medium,SUPP054,2
COMP0229,Resistor-2776,COMP0326,10,2,Raw Part,Medium,SUPP005,35
COMP0379,Transistor-5526,COMP0090,22,3,Raw Part,High,SUPP019,41
COMP0253,IC-9977,COMP0141,89,3,Cable Assembly,Medium,SUPP032,47
COMP0421,Transistor-8827,COMP0235,11,3,Sub-assembly,Medium,SUPP019,39
COMP0371,Capacitor-5569,COMP0452,26,3,Raw Part,Low,SUPP011,22
COMP0475,Microcontroller-6260,COMP0155,109,3,Raw Part,High,SUPP096,17
COMP0370,Microcontroller-5022,COMP0453,21,3,PCB Assembly,Medium,SUPP015,51
COMP0099,IC-7118,COMP0156,158,3,Raw Part,Low,SUPP032,45
COMP0410,LED-9751,ROOT,147,1,Raw Part,Low,SUPP056,18
COMP0383,LED-7658,COMP0096,71,3,Raw Part,High,SUPP052,12
COMP0348,Capacitor-1420,COMP0003,105,2,Sub-assembly,Low,SUPP085,9
COMP0141,Transistor-8454,COMP0307,163,2,Raw Part,Medium,SUPP003,46
COMP0167,Capacitor-1152,COMP0314,74,2,PCB Assembly,Medium,SUPP059,38
COMP0216,Connector-4644,COMP0169,139,3,Raw Part,Low,SUPP002,22
COMP0175,Connector-9900,COMP0422,114,2,Sub-assembly,Low,SUPP064,14
COMP0273,Connector-7547,COMP0345,100,3,Sub-assembly,High,SUPP074,6
COMP0324,Capacitor-8022,COMP0177,22,3,Sub-assembly,Low,SUPP048,20
COMP0150,Sensor-9701,COMP0232,173,4,Raw Part,High,SUPP075,11
COMP0320,Connector-3091,COMP0221,107,3,Cable Assembly,High,SUPP037,36
COMP0381,Sensor-4130,COMP0121,97,3,Module,High,SUPP078,8
COMP0050,Diode-9179,COMP0109,29,3,Raw Part,High,SUPP021,50
COMP0399,Microcontroller-2958,COMP0206,141,4,Raw Part,Low,SUPP054,39
COMP0143,LED-8973,COMP0186,162,2,Sub-assembly,Low,SUPP082,49
COMP0326,Inductor-1823,COMP0275,137,2,Raw Part,Low,SUPP064,49
COMP0238,Sensor-4228,COMP0474,116,2,Sub-assembly,Low,SUPP052,19
COMP0002,Resistor-5506,COMP0172,196,3,Raw Part,High,SUPP013,25
COMP0298,Inductor-3471,COMP0499,108,3,Raw Part,Medium,SUPP080,15
COMP0071,Capacitor-5808,COMP0258,21,3,Raw Part,Low,SUPP003,21
COMP0313,MOSFET-4613,COMP0292,161,2,Raw Part,High,SUPP048,2
COMP0381,Sensor-4130,COMP0405,168,3,Raw Part,Medium,SUPP025,11
COMP0235,Transistor-1727,COMP0448,62,3,Sub-assembly,Low,SUPP026,21
COMP0068,Crystal-2876,COMP0458,8,2,Sub-assembly,Medium,SUPP032,44
COMP0309,Connector-1096,COMP0124,46,3,Cable Assembly,Medium,SUPP015,52
COMP0310,Microcontroller-5892,COMP0447,41,4,Sub-assembly,Low,SUPP009,1
COMP0384,Connector-4937,ROOT,174,1,Raw Part,Medium,SUPP061,25
COMP0037,Crystal-5374,COMP0491,67,4,Module,Medium,SUPP092,50
COMP0311,IC-7865,COMP0274,183,3,Sub-assembly,Medium,SUPP093,4
COMP0150,Sensor-9701,COMP0425,186,4,PCB Assembly,Medium,SUPP092,33
COMP0323,MOSFET-1444,COMP0220,32,3,Sub-assembly,Low,SUPP098,38
COMP0386,Crystal-9041,COMP0370,44,4,Raw Part,Medium,SUPP019,16
COMP0408,Microcontroller-3939,COMP0136,25,3,Raw Part,Medium,SUPP059,46
COMP0252,MOSFET-5930,COMP0388,67,4,Raw Part,Medium,SUPP043,51
COMP0231,Microcontroller-6139,COMP0291,71,3,Raw Part,Low,SUPP019,34
COMP0148,Resistor-1821,ROOT,95,1,Raw Part,Low,SUPP040,46
COMP0082,Sensor-1009,COMP0157,122,3,PCB Assembly,Medium,SUPP020,48
COMP0413,Sensor-5786,COMP0076,156,3,Sub-assembly,Medium,SUPP082,15
COMP0015,Resistor-3615,COMP0299,78,4,Sub-assembly,High,SUPP047,47
COMP0261,Crystal-2389,COMP0265,104,3,Raw Part,Low,SUPP045,42
COMP0080,Inductor-7126,COMP0257,81,3,Raw Part,Medium,SUPP063,42
COMP0087,Resistor-4946,COMP0247,45,4,Raw Part,Medium,SUPP086,5
COMP0176,LED-5956,COMP0106,58,2,Sub-assembly,Medium,SUPP094,51
COMP0062,Crystal-7916,COMP0183,128,3,Raw Part,Low,SUPP002,48
COMP0434,MOSFET-2625,COMP0404,135,4,Module,Low,SUPP047,43
COMP0017,Microcontroller-5552,COMP0051,85,3,Raw Part,Medium,SUPP069,48
COMP0276,Capacitor-7965,COMP0497,15,4,Raw Part,Medium,SUPP032,17
COMP0409,Transistor-1231,COMP0354,167,3,Module,Medium,SUPP092,30
COMP0091,Inductor-3103,ROOT,156,1,Sub-assembly,Medium,SUPP096,13
COMP0376,Inductor-8988,COMP0033,34,4,Raw Part,High,SUPP030,16
COMP0300,LED-3503,COMP0245,119,4,Sub-assembly,Low,SUPP007,21
COMP0405,MOSFET-5636,COMP0101,123,3,Sub-assembly,High,SUPP026,7
COMP0278,LED-9486,COMP0307,125,3,Sub-assembly,High,SUPP056,8
COMP0369,IC-5397,COMP0399,165,4,Sub-assembly,Low,SUPP079,49
COMP0234,MOSFET-4114,COMP0129,194,4,Raw Part,Medium,SUPP081,12
COMP0169,Capacitor-9808,COMP0264,73,3,Cable Assembly,Medium,SUPP069,16
COMP0175,Connector-9900,COMP0288,129,2,Raw Part,Medium,SUPP097,12
COMP0250,Crystal-7211,ROOT,131,1,Raw Part,High,SUPP009,49
COMP0222,Transistor-2137,COMP0049,114,3,Raw Part,Medium,SUPP024,13
COMP0399,Microcontroller-2958,COMP0119,55,2,Raw Part,Medium,SUPP099,34
COMP0242,Crystal-3041,COMP0154,157,2,Sub-assembly,Medium,SUPP042,11
COMP0099,IC-7118,COMP0403,44,4,Module,Medium,SUPP021,21
COMP0490,Crystal-8242,COMP0243,168,3,Raw Part,Medium,SUPP093,18
COMP0118,Crystal-8062,COMP0242,78,4,Raw Part,Medium,SUPP094,23
COMP0425,Inductor-3444,COMP0231,79,3,Raw Part,Medium,SUPP054,1
COMP0391,Transistor-7046,COMP0029,105,4,Raw Part,Low,SUPP059,50
COMP0141,Transistor-8454,ROOT,181,1,Sub-assembly,Medium,SUPP033,19
COMP0427,Capacitor-5066,COMP0165,110,3,PCB Assembly,Medium,SUPP072,48
COMP0103,Capacitor-6539,COMP0317,129,4,Raw Part,Medium,SUPP010,16
COMP0083,MOSFET-6310,COMP0246,185,2,Raw Part,Low,SUPP006,50
COMP0338,Resistor-5051,COMP0492,181,3,Raw Part,Medium,SUPP078,38
COMP0193,Inductor-8239,ROOT,15,1,Raw Part,Medium,SUPP048,29
COMP0473,Capacitor-8700,COMP0242,35,2,Module,High,SUPP100,47
COMP0212,IC-5065,COMP0448,39,4,Raw Part,Medium,SUPP072,6
COMP0225,IC-9785,COMP0294,140,2,PCB Assembly,Medium,SUPP068,19
COMP0354,MOSFET-1672,ROOT,198,1,PCB Assembly,Low,SUPP090,46
COMP0379,Transistor-5526,COMP0437,93,2,Module,Medium,SUPP028,12
COMP0165,Crystal-5915,COMP0236,93,3,Raw Part,Medium,SUPP091,17
COMP0131,Capacitor-8260,COMP0478,6,3,Sub-assembly,Medium,SUPP055,26
COMP0413,Sensor-5786,COMP0025,136,3,Sub-assembly,Low,SUPP048,2
COMP0290,Diode-5543,COMP0017,130,3,Module,Medium,SUPP069,32
COMP0145,Transistor-4566,COMP0325,18,3,PCB Assembly,Medium,SUPP072,50
COMP0058,Inductor-9348,COMP0409,132,3,PCB Assembly,High,SUPP060,40
COMP0333,Connector-1317,COMP0385,19,4,PCB Assembly,Medium,SUPP036,30
COMP0232,IC-9379,COMP0379,39,4,PCB Assembly,High,SUPP083,37
COMP0174,Transistor-3584,COMP0400,178,3,PCB Assembly,Low,SUPP003,26
COMP0295,Diode-5451,COMP0320,100,2,Sub-assembly,Medium,SUPP055,10
COMP0133,Resistor-9856,COMP0300,173,4,PCB Assembly,Medium,SUPP084,43
COMP0103,Capacitor-6539,COMP0295,91,4,Module,Low,SUPP074,10
COMP0097,LED-4295,COMP0106,79,4,Sub-assembly,High,SUPP078,3
COMP0400,LED-9779,COMP0179,18,2,Raw Part,Medium,SUPP030,43
COMP0107,LED-1964,COMP0084,109,2,Cable Assembly,Medium,SUPP028,50
COMP0182,LED-3546,ROOT,113,1,Sub-assembly,Low,SUPP004,29
COMP0445,LED-8438,COMP0379,54,3,Raw Part,Medium,SUPP052,13
COMP0106,Resistor-2163,COMP0303,32,4,Sub-assembly,High,SUPP075,47
COMP0265,Crystal-6085,COMP0388,54,2,Sub-assembly,Medium,SUPP078,23
COMP0384,Connector-4937,COMP0213,49,4,Sub-assembly,High,SUPP065,24
COMP0245,Crystal-7691,COMP0058,117,2,Sub-assembly,Medium,SUPP054,26
COMP0493,Inductor-5719,COMP0182,93,4,Module,Low,SUPP056,42
COMP0154,MOSFET-2113,COMP0360,22,2,PCB Assembly,Low,SUPP061,2
COMP0488,Sensor-6927,COMP0374,166,4,Module,High,SUPP032,12
COMP0290,Diode-5543,ROOT,133,1,Sub-assembly,Medium,SUPP098,3
COMP0032,Diode-2654,COMP0108,190,3,PCB Assembly,Medium,SUPP054,11
COMP0215,IC-1634,COMP0480,133,2,Cable Assembly,Low,SUPP086,12
COMP0187,Sensor-9004,COMP0057,42,4,Sub-assembly,Medium,SUPP052,41
COMP0192,Inductor-5291,COMP0136,160,4,Raw Part,Low,SUPP043,2
COMP0456,Connector-5982,COMP0377,37,3,Module,High,SUPP049,49
COMP0307,IC-1320,COMP0087,41,3,Sub-assembly,Medium,SUPP029,6
COMP0215,IC-1634,COMP0058,122,4,Raw Part,Medium,SUPP069,29
COMP0069,Crystal-9797,COMP0415,164,4,Sub-assembly,Medium,SUPP033,9
COMP0166,Connector-6180,COMP0188,158,3,PCB Assembly,High,SUPP064,48
COMP0426,MOSFET-5978,COMP0101,33,4,Sub-assembly,High,SUPP019,15
COMP0338,Resistor-5051,COMP0049,184,2,Raw Part,Low,SUPP014,16
COMP0116,IC-4119,COMP0374,169,2,Raw Part,Low,SUPP060,43
COMP0303,IC-6421,COMP0296,69,3,PCB Assembly,High,SUPP055,24
COMP0339,Diode-1333,COMP0378,9,2,PCB Assembly,Low,SUPP081,4
COMP0407,Transistor-4727,COMP0094,4,2,Sub-assembly,High,SUPP031,11
COMP0204,Crystal-5088,COMP0293,124,2,Raw Part,Medium,SUPP081,37
COMP0208,Diode-3662,COMP0110,117,3,Raw Part,Medium,SUPP016,48
COMP0144,Inductor-4111,COMP0264,87,3,Raw Part,Low,SUPP033,22
COMP0414,LED-3068,COMP0396,141,4,Raw Part,High,SUPP044,49
COMP0266,Diode-4262,COMP0401,94,2,Raw Part,High,SUPP070,9
COMP0049,MOSFET-6155,COMP0235,29,2,Sub-assembly,Low,SUPP017,23
COMP0158,MOSFET-1651,COMP0284,22,3,Cable Assembly,Low,SUPP024,26
COMP0420,Inductor-1841,COMP0262,50,4,Sub-assembly,Medium,SUPP100,2
COMP0102,Diode-4681,COMP0182,135,3,Raw Part,High,SUPP068,34
COMP0025,IC-2291,COMP0186,139,4,Sub-assembly,Low,SUPP068,11
COMP0192,Inductor-5291,COMP0349,43,2,Raw Part,Low,SUPP029,49
COMP0367,MOSFET-9817,COMP0483,157,2,Raw Part,Medium,SUPP007,26
COMP0152,Sensor-2312,COMP0268,108,3,Module,Medium,SUPP018,47
COMP0481,Connector-2442,COMP0039,65,2,PCB Assembly,Medium,SUPP027,47
