Risk ID,Supplier ID,Risk Type (Shortage / Delay / Shutdown),Severity Level (High/Medium/Low),Probability of Occurrence,Date of Risk Event,Affected Component ID,Expected Recovery Time
RISK01526,SUPP058,Shortage,High,0.07,2020-02-02,COMP0382,95 days
RISK01527,SUPP003,Delay,Low,0.08,2024-11-16,COMP0469,146 days
RISK01528,SUPP066,Shutdown,Medium,0.08,2020-07-07,COMP0408,91 days
RISK01529,SUPP033,Shortage,Low,0.03,2020-10-18,COMP0006,92 days
RISK01530,SUPP048,Shortage,High,0.37,2024-03-22,COMP0220,58 days
RISK01531,SUPP026,Shortage,High,0.63,2022-07-28,COMP0034,30 days
RISK01532,SUPP049,Delay,Medium,0.37,2022-05-05,COMP0373,142 days
RISK01533,SUPP055,Delay,Medium,0.77,2024-01-08,COMP0318,116 days
RISK01534,SUPP043,Delay,Medium,0.07,2020-11-28,COMP0365,147 days
RISK01535,SUPP081,Shortage,Low,0.01,2020-05-22,COMP0406,73 days
RISK01536,SUPP072,Delay,High,0.4,2024-03-05,COMP0294,39 days
RISK01537,SUPP010,Delay,High,0.82,2021-07-22,COMP0269,8 days
RISK01538,SUPP013,Delay,High,0.89,2025-05-14,COMP0370,62 days
RISK01539,SUPP065,Shortage,Medium,0.28,2021-03-15,COMP0129,168 days
RISK01540,SUPP074,Shortage,Low,0.44,2024-07-04,COMP0136,111 days
RISK01541,SUPP028,Delay,Low,0.38,2022-02-03,COMP0317,30 days
RISK01542,SUPP087,Delay,Low,0.61,2023-04-25,COMP0116,10 days
RISK01543,SUPP026,Shortage,High,0.73,2025-08-21,COMP0130,48 days
RISK01544,SUPP078,Shortage,High,0.27,2024-08-17,COMP0237,177 days
RISK01545,SUPP043,Shortage,High,0.53,2022-07-31,COMP0146,174 days
RISK01546,SUPP100,Shutdown,Low,0.62,2025-04-25,COMP0439,111 days
RISK01547,SUPP014,Delay,High,0.62,2023-09-06,COMP0482,79 days
RISK01548,SUPP048,Shortage,Medium,0.26,2025-06-24,COMP0267,82 days
RISK01549,SUPP022,Delay,Medium,0.37,2023-05-31,COMP0061,166 days
RISK01550,SUPP091,Delay,High,0.57,2022-08-28,COMP0040,154 days
RISK01551,SUPP019,Shortage,Medium,0.41,2022-08-29,COMP0047,90 days
RISK01552,SUPP027,Delay,Low,0.95,2024-12-29,COMP0120,39 days
RISK01553,SUPP003,Delay,Medium,0.44,2025-04-09,COMP0261,58 days
RISK01554,SUPP051,Delay,Medium,0.11,2023-03-16,COMP0108,24 days
RISK01555,SUPP039,Shortage,High,0.54,2023-05-26,COMP0080,110 days
RISK01556,SUPP078,Shutdown,High,0.31,2021-06-08,COMP0442,173 days
RISK01557,SUPP017,Shutdown,Low,0.55,2022-05-16,COMP0426,86 days
RISK01558,SUPP026,Shutdown,High,0.18,2023-07-20,COMP0087,89 days
RISK01559,SUPP069,Shutdown,Medium,0.31,2022-06-29,COMP0267,41 days
RISK01560,SUPP095,Delay,Medium,0.26,2022-09-14,COMP0063,167 days
RISK01561,SUPP001,Shortage,High,0.57,2025-08-09,COMP0030,59 days
RISK01562,SUPP006,Shortage,Medium,0.26,2023-06-04,COMP0155,120 days
RISK01563,SUPP021,Shutdown,Medium,0.89,2025-01-03,COMP0460,179 days
RISK01564,SUPP058,Shortage,Medium,0.82,2021-11-30,COMP0442,84 days
RISK01565,SUPP079,Shortage,Medium,0.72,2022-01-12,COMP0482,97 days
RISK01566,SUPP096,Shortage,High,0.81,2025-10-13,COMP0413,155 days
RISK01567,SUPP079,Delay,Low,0.24,2021-01-10,COMP0233,120 days
RISK01568,SUPP067,Shortage,Medium,0.78,2024-03-20,COMP0435,153 days
RISK01569,SUPP049,Shortage,Medium,0.85,2025-11-13,COMP0224,53 days
RISK01570,SUPP029,Shutdown,High,0.54,2025-05-16,COMP0091,108 days
RISK01571,SUPP058,Shutdown,Medium,0.45,2025-08-18,COMP0238,133 days
RISK01572,SUPP091,Delay,Medium,0.59,2022-12-15,COMP0475,31 days
RISK01573,SUPP066,Shutdown,High,0.27,2025-10-13,COMP0369,53 days
RISK01574,SUPP074,Delay,High,0.27,2024-11-12,COMP0158,178 days
RISK01575,SUPP028,Delay,Medium,0.77,2024-12-16,COMP0487,58 days
RISK01576,SUPP089,Shortage,Medium,0.07,2025-03-07,COMP0271,87 days
RISK01577,SUPP034,Shortage,Low,0.1,2020-08-18,COMP0373,149 days
RISK01578,SUPP090,Shutdown,Low,0.35,2024-08-06,COMP0148,18 days
RISK01579,SUPP099,Delay,Low,0.14,2024-11-09,COMP0127,48 days
RISK01580,SUPP055,Delay,Medium,0.72,2023-12-02,COMP0095,172 days
RISK01581,SUPP036,Shutdown,Medium,0.46,2024-09-02,COMP0320,88 days
RISK01582,SUPP049,Shutdown,High,0.62,2022-06-27,COMP0324,169 days
RISK01583,SUPP076,Shortage,Low,0.38,2021-11-11,COMP0122,117 days
RISK01584,SUPP025,Delay,Low,0.03,2020-11-15,COMP0192,79 days
RISK01585,SUPP037,Delay,Low,0.56,2024-01-12,COMP0171,154 days
RISK01586,SUPP022,Delay,Medium,0.57,2023-10-01,COMP0163,48 days
RISK01587,SUPP012,Shutdown,High,0.68,2021-06-24,COMP0183,155 days
RISK01588,SUPP068,Delay,Low,0.36,2020-06-07,COMP0279,60 days
RISK01589,SUPP011,Shortage,Low,0.14,2020-06-26,COMP0381,4 days
RISK01590,SUPP067,Shutdown,High,0.95,2025-12-05,COMP0310,85 days
RISK01591,SUPP029,Shortage,Low,0.78,2022-02-13,COMP0234,160 days
RISK01592,SUPP024,Shortage,Medium,0.2,2024-03-22,COMP0337,61 days
RISK01593,SUPP008,Delay,Medium,0.09,2022-02-03,COMP0050,168 days
RISK01594,SUPP019,Shutdown,Medium,0.52,2020-09-03,COMP0046,149 days
RISK01595,SUPP007,Delay,Medium,0.75,2025-08-11,COMP0485,161 days
RISK01596,SUPP027,Shortage,Medium,0.92,2021-06-28,COMP0128,164 days
RISK01597,SUPP083,Shutdown,Medium,0.51,2025-08-20,COMP0151,108 days
RISK01598,SUPP031,Shortage,Medium,0.14,2021-03-20,COMP0308,165 days
RISK01599,SUPP031,Delay,Medium,0.74,2022-01-21,COMP0347,125 days
RISK01600,SUPP061,Shortage,High,0.38,2021-12-18,COMP0001,144 days
RISK01601,SUPP050,Delay,Low,0.65,2021-03-08,COMP0438,131 days
RISK01602,SUPP013,Shortage,Medium,0.34,2024-09-29,COMP0452,154 days
RISK01603,SUPP060,Shortage,Medium,0.09,2024-06-15,COMP0378,90 days
RISK01604,SUPP093,Shortage,High,0.15,2020-06-16,COMP0025,64 days
RISK01605,SUPP044,Shortage,High,0.93,2021-08-23,COMP0053,48 days
RISK01606,SUPP075,Shutdown,Medium,0.44,2022-12-25,COMP0466,8 days
RISK01607,SUPP048,Shortage,Low,0.87,2025-02-10,COMP0281,50 days
RISK01608,SUPP060,Delay,Medium,0.7,2020-09-19,COMP0060,34 days
RISK01609,SUPP010,Shortage,High,0.58,2024-08-21,COMP0109,74 days
RISK01610,SUPP014,Delay,Low,0.08,2023-10-17,COMP0141,110 days
RISK01611,SUPP070,Shortage,Low,0.78,2023-11-27,COMP0484,75 days
RISK01612,SUPP066,Delay,Medium,0.2,2024-07-15,COMP0231,56 days
RISK01613,SUPP054,Shortage,Medium,0.65,2020-06-06,COMP0031,122 days
RISK01614,SUPP090,Delay,Low,0.03,2021-12-03,COMP0493,155 days
RISK01615,SUPP056,Shortage,Medium,0.84,2022-01-15,COMP0231,9 days
RISK01616,SUPP057,Delay,High,0.57,2023-10-04,COMP0149,116 days
RISK01617,SUPP091,Delay,Low,0.62,2020-05-27,COMP0239,139 days
RISK01618,SUPP050,Delay,Low,0.6,2020-03-31,COMP0340,171 days
RISK01619,SUPP039,Shortage,Medium,0.79,2025-08-30,COMP0166,37 days
RISK01620,SUPP040,Shortage,Medium,0.91,2024-09-13,COMP0020,148 days
RISK01621,SUPP057,Shortage,Medium,0.68,2020-03-29,COMP0180,71 days
RISK01622,SUPP064,Shortage,Medium,0.8,2023-08-31,COMP0189,126 days
RISK01623,SUPP020,Delay,High,0.07,2021-08-10,COMP0181,51 days
RISK01624,SUPP074,Delay,Low,0.8,2023-11-18,COMP0220,3 days
RISK01625,SUPP025,Shortage,High,0.39,2025-05-09,COMP0354,80 days
RISK01626,SUPP010,Shortage,Low,0.13,2023-07-05,COMP0069,28 days
RISK01627,SUPP069,Shortage,High,0.23,2020-07-26,COMP0396,16 days
RISK01628,SUPP006,Delay,Medium,0.82,2023-08-08,COMP0092,142 days
RISK01629,SUPP003,Delay,High,0.88,2022-04-05,COMP0171,47 days
RISK01630,SUPP095,Delay,Medium,0.81,2023-08-19,COMP0371,120 days
RISK01631,SUPP056,Delay,Medium,0.56,2025-03-19,COMP0086,125 days
RISK01632,SUPP049,Shortage,Low,0.42,2025-01-26,COMP0407,19 days
RISK01633,SUPP075,Delay,Medium,0.2,2024-01-28,COMP0399,19 days
RISK01634,SUPP074,Delay,Medium,0.69,2022-01-22,COMP0116,11 days
RISK01635,SUPP058,Shutdown,Medium,0.11,2024-10-17,COMP0233,180 days
RISK01636,SUPP088,Shortage,Medium,0.6,2023-01-16,COMP0368,163 days
RISK01637,SUPP068,Shutdown,Medium,0.58,2022-04-26,COMP0456,46 days
RISK01638,SUPP091,Shortage,Medium,0.45,2023-09-06,COMP0489,96 days
RISK01639,SUPP008,Delay,Low,0.14,2024-03-01,COMP0348,54 days
RISK01640,SUPP038,Shortage,Medium,0.13,2022-12-20,COMP0443,94 days
RISK01641,SUPP009,Delay,Medium,0.6,2024-09-01,COMP0012,122 days
RISK01642,SUPP074,Delay,Low,0.21,2020-07-10,COMP0499,175 days
RISK01643,SUPP069,Shutdown,Medium,0.83,2024-01-11,COMP0395,65 days
RISK01644,SUPP046,Shortage,Medium,0.72,2022-01-23,COMP0395,176 days
RISK01645,SUPP083,Delay,Medium,0.52,2024-12-28,COMP0191,98 days
RISK01646,SUPP096,Shortage,Low,0.16,2022-01-09,COMP0300,85 days
RISK01647,SUPP100,Shortage,Medium,0.18,2021-08-26,COMP0240,73 days
RISK01648,SUPP098,Delay,Low,0.68,2023-02-02,COMP0111,174 days
RISK01649,SUPP011,Shortage,Medium,0.82,2023-08-26,COMP0209,132 days
RISK01650,SUPP033,Delay,Low,0.64,2021-10-10,COMP0065,6 days
RISK01651,SUPP004,Shortage,Medium,0.37,2023-12-02,COMP0463,43 days
RISK01652,SUPP035,Delay,Low,0.07,2023-09-10,COMP0302,175 days
RISK01653,SUPP082,Delay,Medium,0.6,2023-07-12,COMP0293,39 days
RISK01654,SUPP075,Delay,Low,0.93,2022-05-28,COMP0066,94 days
RISK01655,SUPP038,Shortage,Medium,0.82,2025-08-09,COMP0295,167 days
RISK01656,SUPP029,Delay,Medium,0.5,2025-03-21,COMP0351,7 days
RISK01657,SUPP041,Shutdown,Medium,0.42,2022-02-02,COMP0340,48 days
RISK01658,SUPP087,Delay,Low,0.44,2020-05-07,COMP0374,68 days
RISK01659,SUPP057,Shortage,Low,0.73,2025-03-26,COMP0394,146 days
RISK01660,SUPP099,Shortage,Medium,0.86,2021-07-14,COMP0380,165 days
RISK01661,SUPP042,Delay,Medium,0.76,2025-11-25,COMP0313,30 days
RISK01662,SUPP004,Shortage,Medium,0.21,2021-09-10,COMP0192,142 days
RISK01663,SUPP052,Shutdown,Medium,0.25,2024-06-13,COMP0241,110 days
RISK01664,SUPP071,Shortage,Low,0.71,2022-11-05,COMP0370,83 days
RISK01665,SUPP055,Delay,Low,0.56,2025-01-16,COMP0200,122 days
RISK01666,SUPP055,Shortage,Medium,0.34,2021-10-29,COMP0342,60 days
RISK01667,SUPP042,Shortage,High,0.05,2020-10-22,COMP0109,66 days
RISK01668,SUPP059,Delay,Low,0.38,2021-08-16,COMP0243,177 days
RISK01669,SUPP012,Delay,High,0.47,2023-03-16,COMP0117,32 days
RISK01670,SUPP084,Delay,Medium,0.56,2023-02-04,COMP0160,169 days
RISK01671,SUPP049,Shortage,Medium,0.26,2024-09-18,COMP0491,99 days
RISK01672,SUPP041,Shortage,Medium,0.05,2025-09-04,COMP0288,20 days
RISK01673,SUPP011,Delay,Medium,0.01,2020-03-09,COMP0161,19 days
RISK01674,SUPP081,Shutdown,Medium,0.44,2024-04-30,COMP0290,11 days
RISK01675,SUPP032,Shortage,Medium,0.6,2022-02-27,COMP0120,137 days
RISK01676,SUPP052,Shutdown,Medium,0.4,2021-03-06,COMP0140,152 days
RISK01677,SUPP035,Delay,Low,0.51,2025-08-19,COMP0436,34 days
RISK01678,SUPP004,Shutdown,Medium,0.31,2024-11-25,COMP0064,128 days
RISK01679,SUPP017,Delay,High,0.35,2023-10-21,COMP0025,103 days
RISK01680,SUPP004,Shutdown,Low,0.54,2021-01-22,COMP0179,178 days
RISK01681,SUPP078,Delay,Medium,0.56,2021-09-03,COMP0066,176 days
RISK01682,SUPP071,Delay,Medium,0.31,2020-09-09,COMP0436,36 days
RISK01683,SUPP083,Shutdown,Medium,0.47,2021-03-03,COMP0045,59 days
RISK01684,SUPP071,Shortage,High,0.91,2024-07-11,COMP0148,108 days
RISK01685,SUPP025,Delay,Medium,0.63,2022-01-01,COMP0065,23 days
RISK01686,SUPP068,Delay,Low,0.18,2024-03-16,COMP0138,29 days
RISK01687,SUPP037,Shutdown,Medium,0.81,2022-11-15,COMP0314,130 days
RISK01688,SUPP100,Shortage,High,0.36,2020-04-20,COMP0316,127 days
RISK01689,SUPP048,Shortage,Medium,0.47,2023-06-03,COMP0425,178 days
RISK01690,SUPP098,Delay,High,0.73,2022-07-29,COMP0221,103 days
RISK01691,SUPP100,Delay,Medium,0.9,2023-07-02,COMP0178,141 days
RISK01692,SUPP019,Shortage,Low,0.16,2023-04-28,COMP0043,14 days
RISK01693,SUPP089,Delay,High,0.79,2020-05-13,COMP0313,174 days
RISK01694,SUPP032,Shutdown,High,0.81,2022-04-18,COMP0248,82 days
RISK01695,SUPP014,Shutdown,Low,0.22,2020-04-14,COMP0273,92 days
RISK01696,SUPP009,Delay,Medium,0.64,2022-12-04,COMP0421,5 days
RISK01697,SUPP094,Delay,Medium,0.83,2021-08-20,COMP0426,101 days
RISK01698,SUPP064,Shortage,Medium,0.73,2023-01-14,COMP0344,14 days
RISK01699,SUPP031,Delay,High,0.07,2024-04-15,COMP0087,39 days
RISK01700,SUPP099,Delay,Low,0.33,2022-01-07,COMP0331,108 days
RISK01701,SUPP047,Shortage,Medium,0.64,2025-12-31,COMP0476,134 days
RISK01702,SUPP013,Shutdown,Low,0.03,2021-09-21,COMP0049,39 days
RISK01703,SUPP056,Delay,High,0.19,2022-01-07,COMP0206,115 days
RISK01704,SUPP074,Shortage,Medium,0.5,2025-10-10,COMP0410,72 days
RISK01705,SUPP025,Delay,High,0.22,2022-11-18,COMP0113,107 days
RISK01706,SUPP028,Shortage,Low,0.02,2023-06-30,COMP0013,9 days
RISK01707,SUPP030,Delay,Medium,0.38,2021-11-19,COMP0220,49 days
RISK01708,SUPP028,Delay,High,0.22,2023-06-15,COMP0307,11 days
RISK01709,SUPP052,Shortage,Low,0.21,2020-07-01,COMP0344,152 days
RISK01710,SUPP010,Shutdown,Medium,0.54,2020-06-19,COMP0220,51 days
RISK01711,SUPP015,Shortage,Medium,0.76,2020-08-08,COMP0381,40 days
RISK01712,SUPP099,Delay,Medium,0.14,2020-09-25,COMP0226,155 days
RISK01713,SUPP036,Shortage,High,0.62,2020-07-08,COMP0396,1 days
RISK01714,SUPP046,Shortage,Medium,0.33,2022-02-27,COMP0170,103 days
RISK01715,SUPP090,Shortage,Medium,0.09,2022-11-17,COMP0359,176 days
RISK01716,SUPP088,Shortage,Medium,0.36,2023-07-15,COMP0242,33 days
RISK01717,SUPP097,Shortage,Low,0.06,2023-12-27,COMP0269,163 days
RISK01718,SUPP095,Delay,Medium,0.1,2025-02-17,COMP0263,37 days
RISK01719,SUPP082,Shortage,Low,0.35,2022-12-18,COMP0025,145 days
RISK01720,SUPP098,Shutdown,Low,0.47,2024-10-03,COMP0500,108 days
RISK01721,SUPP018,Shortage,Low,0.07,2020-11-06,COMP0071,36 days
RISK01722,SUPP091,Delay,Medium,0.52,2022-01-16,COMP0256,83 days
RISK01723,SUPP006,Shortage,Medium,0.77,2022-04-18,COMP0036,26 days
RISK01724,SUPP083,Delay,High,0.23,2022-03-16,COMP0109,128 days
RISK01725,SUPP023,Delay,High,0.24,2021-08-30,COMP0415,5 days
RISK01726,SUPP022,Shutdown,Medium,0.94,2020-12-12,COMP0050,164 days
RISK01727,SUPP028,Delay,Medium,0.52,2020-07-23,COMP0470,121 days
RISK01728,SUPP069,Shutdown,Medium,0.58,2020-05-03,COMP0340,125 days
RISK01729,SUPP006,Shutdown,Low,0.03,2021-11-01,COMP0175,161 days
RISK01730,SUPP050,Delay,Low,0.27,2020-03-17,COMP0358,14 days
RISK01731,SUPP034,Delay,Medium,0.06,2024-04-10,COMP0413,84 days
RISK01732,SUPP035,Shutdown,High,0.13,2020-08-21,COMP0417,15 days
RISK01733,SUPP046,Delay,High,0.13,2020-02-22,COMP0286,21 days
RISK01734,SUPP092,Shutdown,Medium,0.06,2021-06-10,COMP0356,180 days
RISK01735,SUPP093,Shortage,Low,0.51,2024-08-13,COMP0112,55 days
RISK01736,SUPP092,Delay,Low,0.29,2024-04-18,COMP0364,16 days
RISK01737,SUPP075,Shutdown,Medium,0.74,2023-05-27,COMP0122,149 days
RISK01738,SUPP042,Shutdown,Medium,0.24,2024-05-07,COMP0098,24 days
RISK01739,SUPP003,Shortage,Medium,0.04,2020-01-21,COMP0040,103 days
RISK01740,SUPP030,Delay,Medium,0.47,2021-01-14,COMP0155,146 days
RISK01741,SUPP082,Delay,Medium,0.22,2024-07-17,COMP0258,8 days
RISK01742,SUPP040,Delay,Low,0.34,2025-02-10,COMP0377,15 days
RISK01743,SUPP100,Shortage,Medium,0.46,2022-06-05,COMP0240,134 days
RISK01744,SUPP068,Delay,Medium,0.84,2021-02-26,COMP0195,16 days
RISK01745,SUPP091,Delay,High,0.78,2022-05-20,COMP0173,177 days
RISK01746,SUPP015,Shutdown,Medium,0.14,2025-09-04,COMP0061,134 days
RISK01747,SUPP053,Shortage,Low,0.76,2020-11-16,COMP0198,85 days
RISK01748,SUPP082,Delay,Medium,0.26,2021-08-30,COMP0448,95 days
RISK01749,SUPP039,Delay,High,0.09,2023-10-30,COMP0148,41 days
RISK01750,SUPP049,Delay,High,0.12,2024-11-04,COMP0015,10 days
RISK01751,SUPP048,Shortage,Medium,0.17,2020-11-11,COMP0007,50 days
RISK01752,SUPP064,Delay,Medium,0.58,2022-05-01,COMP0149,153 days
RISK01753,SUPP082,Shutdown,High,0.87,2024-06-27,COMP0065,15 days
RISK01754,SUPP037,Shutdown,High,0.26,2023-10-03,COMP0268,70 days
RISK01755,SUPP041,Shutdown,High,0.51,2023-07-21,COMP0114,145 days
RISK01756,SUPP047,Delay,High,0.5,2021-04-14,COMP0463,27 days
RISK01757,SUPP039,Shutdown,High,0.26,2025-08-22,COMP0335,156 days
RISK01758,SUPP015,Shortage,Low,0.44,2024-10-31,COMP0165,116 days
RISK01759,SUPP092,Shortage,High,0.11,2024-12-26,COMP0427,137 days
RISK01760,SUPP063,Delay,Medium,0.24,2023-07-29,COMP0251,70 days
RISK01761,SUPP075,Shutdown,Medium,0.09,2023-03-26,COMP0097,51 days
RISK01762,SUPP038,Shortage,Medium,0.94,2024-11-12,COMP0425,168 days
RISK01763,SUPP053,Delay,Medium,0.93,2022-06-04,COMP0166,145 days
RISK01764,SUPP068,Shortage,Low,0.69,2022-02-05,COMP0131,150 days
RISK01765,SUPP072,Shortage,High,0.92,2023-08-10,COMP0141,104 days
RISK01766,SUPP098,Delay,Low,0.33,2025-09-11,COMP0255,143 days
RISK01767,SUPP069,Shutdown,Medium,0.92,2024-07-12,COMP0121,68 days
RISK01768,SUPP019,Delay,High,0.53,2022-10-21,COMP0235,85 days
RISK01769,SUPP073,Shutdown,High,0.2,2021-05-05,COMP0005,80 days
RISK01770,SUPP043,Delay,Medium,0.65,2020-01-10,COMP0489,19 days
RISK01771,SUPP006,Shutdown,High,0.86,2022-11-14,COMP0029,125 days
RISK01772,SUPP017,Shortage,High,0.4,2020-08-10,COMP0494,179 days
RISK01773,SUPP061,Delay,Medium,0.51,2022-01-30,COMP0124,5 days
RISK01774,SUPP030,Delay,Medium,0.5,2024-07-29,COMP0207,43 days
RISK01775,SUPP057,Delay,High,0.75,2024-10-18,COMP0304,57 days
RISK01776,SUPP069,Shortage,Medium,0.2,2020-05-24,COMP0265,15 days
RISK01777,SUPP026,Shortage,Medium,0.63,2020-06-22,COMP0179,35 days
RISK01778,SUPP050,Delay,Low,0.71,2020-05-09,COMP0419,168 days
RISK01779,SUPP083,Delay,Medium,0.88,2020-03-16,COMP0466,179 days
RISK01780,SUPP099,Shutdown,High,0.49,2024-11-20,COMP0480,28 days
RISK01781,SUPP073,Shortage,Low,0.67,2021-10-14,COMP0240,57 days
RISK01782,SUPP046,Delay,Medium,0.64,2023-05-27,COMP0298,172 days
RISK01783,SUPP047,Delay,High,0.52,2021-11-02,COMP0192,90 days
RISK01784,SUPP086,Shutdown,Medium,0.36,2022-08-02,COMP0488,120 days
RISK01785,SUPP086,Shutdown,Medium,0.35,2021-03-30,COMP0020,137 days
RISK01786,SUPP063,Delay,Low,0.16,2024-10-24,COMP0069,52 days
RISK01787,SUPP090,Delay,High,0.61,2022-02-02,COMP0208,14 days
RISK01788,SUPP073,Shortage,Medium,0.63,2025-09-22,COMP0441,46 days
RISK01789,SUPP091,Delay,Medium,0.38,2022-01-10,COMP0036,32 days
RISK01790,SUPP066,Shutdown,High,0.03,2022-04-02,COMP0132,7 days
RISK01791,SUPP016,Shortage,Medium,0.93,2020-05-10,COMP0207,68 days
RISK01792,SUPP011,Shortage,Low,0.48,2020-01-12,COMP0205,151 days
RISK01793,SUPP094,Shortage,Low,0.48,2024-04-30,COMP0248,168 days
RISK01794,SUPP048,Shortage,Low,0.29,2024-09-24,COMP0099,91 days
RISK01795,SUPP028,Delay,High,0.69,2020-05-10,COMP0406,43 days
RISK01796,SUPP030,Delay,Medium,0.64,2022-02-10,COMP0158,155 days
RISK01797,SUPP022,Shutdown,Medium,0.6,2021-04-05,COMP0055,108 days
RISK01798,SUPP054,Delay,Medium,0.68,2021-11-20,COMP0024,105 days
RISK01799,SUPP096,Delay,Medium,0.84,2024-08-16,COMP0067,11 days
RISK01800,SUPP041,Shortage,Medium,0.47,2020-06-30,COMP0057,40 days
RISK01801,SUPP061,Delay,High,0.4,2020-09-16,COMP0033,63 days
RISK01802,SUPP072,Shortage,Medium,0.83,2024-06-13,COMP0436,123 days
RISK01803,SUPP059,Shortage,Medium,0.69,2024-12-28,COMP0386,164 days
RISK01804,SUPP023,Delay,High,0.19,2025-10-07,COMP0347,178 days
RISK01805,SUPP097,Shutdown,Medium,0.31,2021-04-05,COMP0297,119 days
RISK01806,SUPP001,Shortage,Low,0.87,2022-03-01,COMP0132,59 days
RISK01807,SUPP007,Shortage,High,0.58,2020-12-03,COMP0453,127 days
RISK01808,SUPP016,Delay,Medium,0.33,2022-02-08,COMP0060,20 days
RISK01809,SUPP046,Shutdown,Medium,0.43,2021-01-17,COMP0288,147 days
RISK01810,SUPP018,Shortage,High,0.74,2024-10-22,COMP0111,65 days
RISK01811,SUPP025,Shortage,Medium,0.21,2025-09-12,COMP0372,139 days
RISK01812,SUPP095,Shortage,High,0.38,2025-11-22,COMP0228,138 days
RISK01813,SUPP066,Delay,Medium,0.94,2020-06-09,COMP0288,64 days
RISK01814,SUPP029,Shortage,Low,0.15,2023-08-14,COMP0048,56 days
RISK01815,SUPP093,Shortage,Low,0.09,2022-11-14,COMP0049,88 days
RISK01816,SUPP007,Shortage,Medium,0.75,2021-10-25,COMP0337,65 days
RISK01817,SUPP006,Shortage,Low,0.72,2024-02-02,COMP0497,74 days
RISK01818,SUPP084,Shortage,High,0.02,2023-08-23,COMP0190,54 days
RISK01819,SUPP015,Delay,Low,0.57,2021-11-07,COMP0228,157 days
RISK01820,SUPP054,Shortage,Medium,0.81,2020-05-11,COMP0427,100 days
RISK01821,SUPP002,Shortage,Low,0.55,2020-11-27,COMP0158,5 days
RISK01822,SUPP040,Delay,High,0.74,2024-05-25,COMP0266,93 days
RISK01823,SUPP059,Delay,High,0.88,2024-07-30,COMP0040,103 days
RISK01824,SUPP039,Shortage,Medium,0.71,2022-05-29,COMP0361,91 days
RISK01825,SUPP041,Shortage,Medium,0.48,2021-05-11,COMP0354,69 days
RISK01826,SUPP046,Delay,Low,0.1,2020-01-02,COMP0310,146 days
RISK01827,SUPP002,Shortage,Medium,0.17,2025-03-10,COMP0116,124 days
RISK01828,SUPP053,Delay,Medium,0.78,2025-04-30,COMP0459,117 days
RISK01829,SUPP013,Shortage,Low,0.9,2025-05-28,COMP0437,167 days
RISK01830,SUPP062,Shortage,Medium,0.53,2021-04-24,COMP0220,74 days
RISK01831,SUPP035,Delay,Medium,0.71,2025-04-29,COMP0402,90 days
RISK01832,SUPP053,Delay,Medium,0.91,2022-03-07,COMP0172,6 days
RISK01833,SUPP058,Delay,Low,0.88,2024-05-21,COMP0048,58 days
RISK01834,SUPP009,Shortage,Low,0.21,2023-01-02,COMP0374,160 days
RISK01835,SUPP060,Delay,Low,0.82,2020-04-06,COMP0064,24 days
RISK01836,SUPP074,Delay,Low,0.53,2025-07-18,COMP0334,54 days
RISK01837,SUPP033,Delay,Low,0.36,2024-09-24,COMP0325,62 days
RISK01838,SUPP031,Delay,Low,0.22,2022-12-21,COMP0330,44 days
RISK01839,SUPP014,Delay,Low,0.44,2021-04-21,COMP0234,78 days
RISK01840,SUPP040,Delay,Medium,0.16,2025-10-11,COMP0370,42 days
RISK01841,SUPP035,Shortage,High,0.5,2024-05-06,COMP0371,141 days
RISK01842,SUPP100,Delay,High,0.54,2020-07-18,COMP0262,82 days
RISK01843,SUPP021,Delay,Low,0.84,2022-06-05,COMP0010,16 days
RISK01844,SUPP038,Delay,Medium,0.59,2020-10-17,COMP0248,59 days
RISK01845,SUPP027,Shutdown,Medium,0.82,2023-01-29,COMP0282,123 days
RISK01846,SUPP099,Shutdown,Low,0.83,2021-10-14,COMP0352,35 days
RISK01847,SUPP031,Shortage,High,0.89,2024-12-14,COMP0289,123 days
RISK01848,SUPP071,Shortage,Low,0.01,2020-11-18,COMP0174,64 days
RISK01849,SUPP048,Shutdown,Medium,0.51,2021-11-09,COMP0015,115 days
RISK01850,SUPP084,Shortage,Medium,0.81,2025-06-18,COMP0015,175 days
RISK01851,SUPP082,Delay,High,0.55,2022-09-12,COMP0347,20 days
RISK01852,SUPP080,Shortage,Low,0.25,2024-12-24,COMP0007,45 days
RISK01853,SUPP015,Delay,Medium,0.58,2020-03-12,COMP0409,61 days
RISK01854,SUPP011,Shutdown,Medium,0.5,2023-06-23,COMP0158,6 days
RISK01855,SUPP003,Delay,Medium,0.08,2020-03-28,COMP0231,180 days
RISK01856,SUPP020,Delay,High,0.18,2024-03-01,COMP0451,156 days
RISK01857,SUPP094,Delay,Low,0.73,2023-12-03,COMP0405,174 days
RISK01858,SUPP037,Shortage,Medium,0.51,2022-10-28,COMP0122,34 days
RISK01859,SUPP042,Delay,Low,0.5,2024-12-29,COMP0192,3 days
RISK01860,SUPP054,Shortage,Medium,0.64,2023-02-05,COMP0349,123 days
RISK01861,SUPP056,Shutdown,Medium,0.6,2025-11-29,COMP0225,133 days
RISK01862,SUPP036,Shortage,High,0.45,2023-04-24,COMP0013,74 days
RISK01863,SUPP070,Shortage,Medium,0.58,2023-09-20,COMP0370,157 days
RISK01864,SUPP076,Shortage,Low,0.47,2024-02-17,COMP0266,44 days
