Component ID,Component Name,Function Type,Voltage Rating (V),Current Rating (A),Power Rating (W),Resistance / Capacitance / Inductance,Frequency Range,Signal Type,Tolerance (%),Accuracy (%),Efficiency (%),Operating Speed,Operating Temperature Range,Storage Temperature,Thermal Resistance (°C/W),Package Type,Dimensions (L x W x H mm),Weight (g),Mounting Type,Material Type,Conductivity (S/m),Durability,RoHS Compliance,ISO Certification,Industry Standards
COMP0060,Resistor-2796,Current Limiting / Voltage Division,210.3,46.283,461.45,220 Ω,1 Hz – 100 MHz,RF,5.0,91.33,71.5,200 MHz,-55°C to 150°C,-65°C to 85°C,108.8,BGA-324,25.36 x 0.43 x 10.08 mm,89.7631,THT,Silicon,5803143 S/m,High,Yes,ISO 9001:2015,IPC-A-610
COMP0332,Transistor-2341,Switching / Amplification,422.6,29.669,430.192,N/A,10 Hz – 100 MHz,Mixed-Signal,2.0,95.64,76.1,16 MHz,0°C to 150°C,-65°C to 85°C,25.5,SMD 0603,1.63 x 23.92 x 18.28 mm,16.9384,SMT,Metal Film,9244998 S/m,High,Yes,IATF 16949,UL 94V-0
COMP0461,MOSFET-1653,Switching / Power Control,316.1,16.649,383.707,N/A,100 Hz – 10 MHz,Digital,2.0,97.89,76.7,16 MHz,-25°C to 70°C,-40°C to 85°C,128.4,SOIC-28,23.94 x 1.25 x 4.74 mm,77.2198,SMT,FR4 Laminate,1058906 S/m,High,Yes,None,AEC-Q200
COMP0076,Sensor-2743,Signal Acquisition / Measurement,177.5,0.676,84.72,N/A,100 Hz – 10 MHz,Analog,5.0,93.26,97.4,8 MHz,-40°C to 85°C,-40°C to 150°C,137.5,SMD 0402,1.57 x 17.3 x 12.5 mm,45.6722,Press-fit,Metal Oxide,5778898 S/m,Low,Yes,IATF 16949,IEC 61000-4
COMP0192,Inductor-5291,Energy Storage / EMI Filtering,595.5,44.903,270.413,295.8 µH,1000 Hz – 10 MHz,RF,0.5,96.96,87.8,1000 MHz,-55°C to 70°C,-65°C to 125°C,90.5,SOIC-16,25.55 x 15.78 x 4.15 mm,76.0076,Press-fit,Electrolytic Aluminum,9858190 S/m,Low,Yes,None,IPC-7711
COMP0322,Resistor-7455,Current Limiting / Voltage Division,295.1,16.761,493.354,100 Ω,100 Hz – 100 MHz,RF,0.1,97.87,78.8,1000 MHz,0°C to 70°C,-65°C to 150°C,147.7,BGA-256,40.71 x 22.33 x 14.12 mm,92.1074,THT,GaN,1887379 S/m,High,Yes,ISO 45001:2018,MIL-STD-810
COMP0059,Connector-2489,Signal / Power Interconnect,376.0,23.511,260.599,N/A,1 Hz – 100 MHz,Analog,1.0,93.2,97.9,200 MHz,0°C to 125°C,-65°C to 85°C,147.5,BGA-324,13.97 x 6.87 x 9.38 mm,37.5389,SMT,GaN,3039692 S/m,Low,No,ISO 9001:2015,UL 94V-0
COMP0390,LED-4986,Visual Indication / Illumination,301.0,40.295,383.546,N/A,1 Hz – 10 MHz,RF,1.0,96.71,79.7,120 MHz,-40°C to 85°C,-55°C to 150°C,63.7,QFP-100,6.44 x 6.92 x 4.44 mm,45.0557,SMT,Silicon,9912174 S/m,Medium,Yes,None,UL 94V-0
COMP0030,Resistor-4733,Current Limiting / Voltage Division,534.5,41.289,201.44,4700 Ω,10 Hz – 10 MHz,Digital,1.0,98.37,76.8,100 MHz,-25°C to 105°C,-40°C to 125°C,12.5,QFP-64,30.59 x 19.79 x 2.5 mm,57.9279,SMT,GaN,8587275 S/m,High,Yes,ISO 9001:2015,AEC-Q200
COMP0146,Resistor-9883,Current Limiting / Voltage Division,523.7,20.036,367.415,10 Ω,10 Hz – 100 MHz,Mixed-Signal,5.0,97.13,85.5,400 MHz,-40°C to 70°C,-55°C to 125°C,7.9,SMD 0402,30.61 x 2.36 x 19.12 mm,41.6405,SMT,SiC,6132634 S/m,High,Yes,ISO 14001:2015,JEDEC JESD22
COMP0479,Transistor-7561,Switching / Amplification,582.9,44.758,225.728,N/A,1000 Hz – 10 MHz,RF,2.0,92.88,92.1,32 MHz,-55°C to 125°C,-55°C to 85°C,50.8,QFN-48,28.94 x 1.1 x 18.93 mm,27.8096,SMT,Ceramic,602773 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0320,Connector-3091,Signal / Power Interconnect,226.6,4.898,441.351,N/A,100 Hz – 10 MHz,Analog,5.0,93.82,76.2,120 MHz,-25°C to 150°C,-55°C to 125°C,103.7,DIP-16,26.88 x 17.94 x 1.79 mm,36.4326,Press-fit,SiC,3852775 S/m,Medium,Yes,None,JEDEC JESD22
COMP0131,Capacitor-8260,Energy Storage / Filtering,551.3,47.773,231.799,694.6 µF,1000 Hz – 1 MHz,Analog,2.0,96.27,93.1,200 MHz,0°C to 175°C,-40°C to 105°C,26.8,SMD 0603,30.11 x 1.48 x 16.33 mm,2.2888,Press-fit,Metal Film,1207561 S/m,Medium,Yes,ISO 14001:2015,AEC-Q200
COMP0172,Microcontroller-2127,Processing / Control,550.8,27.214,225.458,N/A,1 Hz – 10 MHz,RF,2.0,94.18,95.6,8 MHz,-55°C to 125°C,-40°C to 125°C,47.0,SOT-363,19.76 x 13.21 x 14.03 mm,97.1245,SMT,Metal Oxide,8698318 S/m,Low,Yes,ISO 45001:2018,IPC-2221
COMP0452,Capacitor-1977,Energy Storage / Filtering,247.8,24.848,255.088,1206.2 µF,100 Hz – 100 MHz,RF,5.0,96.64,93.2,8 MHz,0°C to 70°C,-55°C to 85°C,145.6,SMD 0603,49.32 x 19.88 x 5.37 mm,69.2716,SMT,Silicon,3347960 S/m,Low,Yes,None,IPC-7711
COMP0088,MOSFET-2290,Switching / Power Control,390.1,46.181,243.402,N/A,1 Hz – 1000 MHz,Mixed-Signal,0.5,95.51,93.9,120 MHz,-40°C to 150°C,-40°C to 85°C,68.9,SOIC-8,19.82 x 12.25 x 7.2 mm,15.1752,SMT,Metal Oxide,1818178 S/m,Low,Yes,ISO 45001:2018,IPC-2221
COMP0302,Capacitor-7797,Energy Storage / Filtering,357.0,0.454,154.402,1631.7 µF,1 Hz – 1 MHz,Digital,1.0,93.68,71.7,120 MHz,0°C to 150°C,-65°C to 150°C,33.9,SMD 0402,33.94 x 18.83 x 14.73 mm,4.882,SMT,Carbon Composition,1391396 S/m,High,Yes,IATF 16949,IPC-7711
COMP0088,MOSFET-2290,Switching / Power Control,125.2,45.39,393.841,N/A,100 Hz – 10 MHz,RF,0.1,90.85,98.9,120 MHz,-40°C to 125°C,-55°C to 125°C,76.0,QFN-48,44.92 x 4.08 x 19.4 mm,9.8597,SMT,Metal Oxide,9377618 S/m,Medium,No,ISO 9001:2015,IEC 61000-4
COMP0344,Connector-5198,Signal / Power Interconnect,592.4,48.539,365.252,N/A,10 Hz – 10 MHz,Digital,10.0,96.27,71.7,16 MHz,-25°C to 175°C,-65°C to 85°C,41.7,LGA-16,36.28 x 14.29 x 6.25 mm,78.0851,SMT,Metal Film,9241017 S/m,Low,Yes,ISO 14001:2015,JEDEC JESD22
COMP0058,Inductor-9348,Energy Storage / EMI Filtering,456.5,17.007,288.505,507.1 µH,100 Hz – 1000 MHz,Digital,10.0,95.55,83.4,32 MHz,-55°C to 150°C,-55°C to 105°C,36.0,TO-92,28.35 x 3.59 x 3.09 mm,70.3659,SMT,SiC,2534872 S/m,Low,Yes,ISO 9001:2015,IPC-7711
COMP0197,LED-3442,Visual Indication / Illumination,117.9,30.577,415.597,N/A,10 Hz – 10 MHz,Digital,0.1,94.34,98.5,200 MHz,-55°C to 125°C,-65°C to 85°C,77.0,LGA-16,49.67 x 25.0 x 16.49 mm,87.8817,SMT,GaN,4894090 S/m,Low,Yes,ISO 9001:2015,MIL-STD-810
COMP0486,Connector-7770,Signal / Power Interconnect,483.5,18.385,253.518,N/A,10 Hz – 10 MHz,Mixed-Signal,0.1,98.54,72.3,400 MHz,-55°C to 150°C,-55°C to 125°C,149.1,DIP-16,17.42 x 11.16 x 9.52 mm,43.6979,SMT,Carbon Composition,7552325 S/m,High,Yes,IATF 16949,IPC-2221
COMP0427,Capacitor-5066,Energy Storage / Filtering,63.6,24.276,424.94,203.2 µF,100 Hz – 100 MHz,RF,10.0,92.68,88.3,120 MHz,-25°C to 125°C,-55°C to 105°C,31.6,SMD 0201,2.84 x 4.17 x 5.92 mm,17.8272,THT,FR4 Laminate,916521 S/m,Low,Yes,ISO 14001:2015,JEDEC JESD22
COMP0377,Diode-6813,Rectification / ESD Protection,480.0,47.806,306.678,N/A,1 Hz – 1000 MHz,Digital,0.1,90.66,79.2,400 MHz,-40°C to 125°C,-65°C to 105°C,109.0,SOIC-16,40.69 x 13.04 x 5.21 mm,4.7477,Press-fit,Ceramic,7277227 S/m,High,No,ISO 14001:2015,IEC 61000-4
COMP0021,Capacitor-6881,Energy Storage / Filtering,48.3,30.628,234.418,4492.0 µF,100 Hz – 1000 MHz,Analog,0.1,98.2,75.4,1 MHz,-25°C to 150°C,-55°C to 150°C,134.8,QFP-100,40.63 x 21.39 x 1.87 mm,20.0244,SMT,GaN,2106385 S/m,Medium,Yes,IATF 16949,UL 94V-0
COMP0118,Crystal-8062,Frequency Reference / Timing,495.9,45.292,421.346,N/A,1 Hz – 10 MHz,Mixed-Signal,0.5,91.81,77.8,200 MHz,-55°C to 125°C,-55°C to 150°C,53.9,QFP-32,39.82 x 9.64 x 4.35 mm,35.2514,SMT,Electrolytic Aluminum,5541736 S/m,High,Yes,ISO 9001:2015,MIL-STD-810
COMP0448,IC-2880,Signal Processing / Logic,394.3,14.773,405.12,N/A,100 Hz – 1000 MHz,Mixed-Signal,5.0,97.03,98.1,8 MHz,-55°C to 125°C,-65°C to 125°C,102.0,SOIC-28,27.43 x 28.47 x 11.2 mm,14.5008,THT,Metal Oxide,6790595 S/m,Medium,Yes,ISO 45001:2018,IPC-2221
COMP0404,Transistor-9595,Switching / Amplification,483.0,39.827,360.76,N/A,100 Hz – 1000 MHz,Power,10.0,93.1,98.1,8 MHz,-25°C to 85°C,-65°C to 125°C,69.8,BGA-256,37.28 x 3.06 x 2.74 mm,71.7903,SMT,Ceramic,2194955 S/m,Medium,Yes,ISO 14001:2015,UL 94V-0
COMP0067,Sensor-1188,Signal Acquisition / Measurement,265.4,39.289,398.938,N/A,1 Hz – 10 MHz,Digital,10.0,96.0,79.4,72 MHz,-40°C to 105°C,-40°C to 85°C,125.5,SOIC-28,9.05 x 28.93 x 16.5 mm,79.3974,SMT,Film,603678 S/m,Medium,Yes,None,IPC-A-610
COMP0124,LED-6559,Visual Indication / Illumination,512.0,30.594,264.157,N/A,1000 Hz – 1000 MHz,Digital,0.1,97.14,80.0,32 MHz,-55°C to 150°C,-65°C to 105°C,82.6,SMD 1210,26.09 x 20.62 x 16.48 mm,51.009,Press-fit,Film,8833654 S/m,Medium,Yes,ISO 14001:2015,UL 94V-0
COMP0156,IC-2964,Signal Processing / Logic,320.2,46.967,301.918,N/A,100 Hz – 1 MHz,RF,5.0,91.19,72.7,8 MHz,-25°C to 125°C,-65°C to 150°C,145.4,TO-220,20.07 x 29.41 x 8.2 mm,7.1408,Press-fit,SiC,9259766 S/m,Medium,Yes,ISO 14001:2015,AEC-Q100
COMP0118,Crystal-8062,Frequency Reference / Timing,491.1,41.41,487.513,N/A,100 Hz – 100 MHz,Mixed-Signal,2.0,98.68,98.6,8 MHz,-25°C to 150°C,-40°C to 150°C,51.8,BGA-324,2.23 x 9.09 x 7.76 mm,21.2437,SMT,Metal Oxide,3215135 S/m,High,Yes,ISO 9001:2015,MIL-STD-810
COMP0336,Diode-2124,Rectification / ESD Protection,86.9,3.671,245.715,N/A,100 Hz – 1 MHz,Digital,0.1,91.28,71.6,72 MHz,-40°C to 70°C,-40°C to 105°C,4.1,BGA-144,35.22 x 19.72 x 3.79 mm,71.2254,THT,Metal Oxide,8769841 S/m,Medium,Yes,None,IPC-2221
COMP0024,Sensor-3045,Signal Acquisition / Measurement,492.4,45.801,403.907,N/A,10 Hz – 10 MHz,Power,0.5,93.78,81.9,48 MHz,-55°C to 175°C,-65°C to 85°C,90.0,DIP-8,24.3 x 6.88 x 13.85 mm,29.3642,Press-fit,SiC,1853688 S/m,Medium,Yes,None,IPC-A-610
COMP0375,Connector-6325,Signal / Power Interconnect,70.7,4.539,198.496,N/A,10 Hz – 1 MHz,Analog,0.5,93.38,77.3,32 MHz,0°C to 175°C,-55°C to 150°C,64.7,SOT-223,23.52 x 12.96 x 12.73 mm,91.5714,SMT,Metal Oxide,229682 S/m,Medium,Yes,ISO 14001:2015,MIL-STD-810
COMP0062,Crystal-7916,Frequency Reference / Timing,46.1,36.357,472.92,N/A,100 Hz – 1000 MHz,Digital,0.1,98.89,80.1,72 MHz,-40°C to 85°C,-65°C to 150°C,121.7,TSSOP-20,36.93 x 19.57 x 15.6 mm,88.7061,SMT,GaN,3172791 S/m,High,Yes,None,AEC-Q100
COMP0409,Transistor-1231,Switching / Amplification,221.6,17.633,356.857,N/A,10 Hz – 1000 MHz,Analog,2.0,91.59,98.6,200 MHz,-25°C to 150°C,-40°C to 105°C,144.1,BGA-144,7.91 x 21.95 x 10.69 mm,96.778,Press-fit,SiC,8765010 S/m,Medium,Yes,ISO 9001:2015,IPC-A-610
COMP0205,Crystal-2684,Frequency Reference / Timing,380.1,17.026,430.637,N/A,10 Hz – 100 MHz,Mixed-Signal,1.0,97.34,70.9,16 MHz,-40°C to 175°C,-55°C to 85°C,142.3,LGA-16,47.35 x 3.14 x 16.6 mm,93.2797,THT,FR4 Laminate,179596 S/m,Medium,Yes,ISO 45001:2018,MIL-STD-810
COMP0459,Sensor-9090,Signal Acquisition / Measurement,19.3,43.748,397.637,N/A,100 Hz – 1 MHz,Digital,10.0,96.2,93.3,1 MHz,0°C to 150°C,-40°C to 105°C,90.5,SOIC-28,23.95 x 16.96 x 16.91 mm,4.7159,SMT,Metal Film,3695080 S/m,High,Yes,None,IPC-A-610
COMP0380,Sensor-1166,Signal Acquisition / Measurement,216.4,13.263,464.608,N/A,100 Hz – 1000 MHz,Power,1.0,96.32,78.9,48 MHz,0°C to 70°C,-55°C to 85°C,102.1,LGA-16,37.98 x 23.58 x 9.31 mm,81.4805,SMT,Ceramic,3233365 S/m,Low,Yes,ISO 14001:2015,MIL-STD-810
COMP0303,IC-6421,Signal Processing / Logic,70.4,32.29,336.831,N/A,1 Hz – 1 MHz,RF,5.0,95.23,89.6,48 MHz,0°C to 125°C,-40°C to 105°C,34.8,QFN-16,31.34 x 29.34 x 11.68 mm,47.0952,Press-fit,Carbon Composition,1001494 S/m,High,Yes,None,MIL-STD-810
COMP0393,Microcontroller-7971,Processing / Control,572.8,25.065,241.576,N/A,1000 Hz – 1000 MHz,RF,1.0,91.02,79.7,120 MHz,-25°C to 125°C,-40°C to 150°C,114.6,SOIC-28,28.01 x 24.87 x 4.2 mm,44.3282,SMT,Metal Oxide,2366296 S/m,High,No,ISO 9001:2015,IEC 61000-4
COMP0491,Resistor-4335,Current Limiting / Voltage Division,244.0,25.897,376.296,1000 Ω,10 Hz – 100 MHz,Analog,2.0,91.18,85.1,48 MHz,0°C to 150°C,-65°C to 125°C,61.3,SOT-223,14.01 x 22.27 x 3.55 mm,8.7813,SMT,Ceramic,271670 S/m,Medium,Yes,None,UL 94V-0
COMP0104,Resistor-4770,Current Limiting / Voltage Division,416.7,39.248,371.484,47 Ω,100 Hz – 1 MHz,Analog,0.1,90.9,73.7,8 MHz,0°C to 105°C,-55°C to 125°C,105.2,SMD 0603,49.76 x 20.69 x 11.42 mm,9.6483,SMT,Metal Oxide,8861297 S/m,High,Yes,ISO 14001:2015,IEC 61000-4
COMP0089,Capacitor-8962,Energy Storage / Filtering,155.9,40.184,361.707,1234.5 µF,1000 Hz – 1 MHz,Power,0.1,97.49,71.3,16 MHz,0°C to 150°C,-40°C to 125°C,67.6,DIP-28,10.06 x 20.91 x 3.36 mm,27.4519,Press-fit,Metal Oxide,6789765 S/m,High,Yes,None,IEC 61000-4
COMP0323,MOSFET-1444,Switching / Power Control,192.3,39.648,287.667,N/A,1000 Hz – 1000 MHz,Power,10.0,91.31,95.0,120 MHz,-40°C to 150°C,-55°C to 105°C,20.2,QFN-16,38.8 x 21.11 x 14.43 mm,52.3238,SMT,Silicon,5088225 S/m,High,Yes,ISO 14001:2015,AEC-Q100
COMP0387,Connector-1282,Signal / Power Interconnect,440.2,17.521,374.651,N/A,100 Hz – 1 MHz,Power,0.5,95.69,89.0,32 MHz,-25°C to 125°C,-40°C to 85°C,143.5,QFP-100,15.51 x 0.36 x 18.47 mm,45.0741,THT,SiC,6922604 S/m,Medium,Yes,ISO 45001:2018,AEC-Q100
COMP0056,MOSFET-7543,Switching / Power Control,411.4,33.926,287.996,N/A,1000 Hz – 1 MHz,Mixed-Signal,1.0,94.55,72.4,32 MHz,0°C to 175°C,-40°C to 105°C,60.4,BGA-324,1.39 x 22.85 x 0.52 mm,53.9871,THT,Film,6834895 S/m,High,No,ISO 9001:2015,IPC-A-610
COMP0350,IC-4249,Signal Processing / Logic,382.5,29.704,360.9,N/A,1000 Hz – 1000 MHz,Power,0.5,96.25,82.2,1000 MHz,-25°C to 85°C,-65°C to 105°C,22.8,SMD 1210,6.49 x 15.57 x 2.16 mm,62.3434,THT,GaN,8196131 S/m,Medium,Yes,ISO 14001:2015,MIL-STD-810
COMP0117,Capacitor-2588,Energy Storage / Filtering,101.4,7.183,291.491,649.6 µF,1 Hz – 1000 MHz,Analog,5.0,92.14,85.2,1000 MHz,-55°C to 105°C,-40°C to 125°C,81.5,DIP-8,8.75 x 20.21 x 4.37 mm,95.5565,THT,Electrolytic Aluminum,5021621 S/m,Medium,Yes,IATF 16949,IEC 61000-4
COMP0309,Connector-1096,Signal / Power Interconnect,351.0,22.236,213.619,N/A,1 Hz – 1000 MHz,Digital,0.5,99.36,96.3,32 MHz,-40°C to 125°C,-40°C to 125°C,107.5,DIP-8,42.84 x 2.7 x 5.27 mm,66.2014,SMT,Metal Oxide,4466543 S/m,High,Yes,ISO 9001:2015,AEC-Q100
COMP0265,Crystal-6085,Frequency Reference / Timing,545.0,45.919,391.104,N/A,1000 Hz – 100 MHz,Mixed-Signal,0.5,99.08,89.1,400 MHz,0°C to 85°C,-65°C to 105°C,74.0,QFP-64,43.05 x 11.13 x 1.14 mm,21.2032,SMT,Metal Oxide,8466254 S/m,High,Yes,ISO 9001:2015,IPC-7711
COMP0338,Resistor-5051,Current Limiting / Voltage Division,4.5,32.406,106.518,10 Ω,1000 Hz – 1000 MHz,Digital,2.0,97.46,81.1,72 MHz,-25°C to 150°C,-40°C to 150°C,135.8,SMD 0603,36.5 x 27.38 x 6.41 mm,84.0486,THT,Film,3324628 S/m,High,Yes,None,IPC-A-610
COMP0095,MOSFET-7932,Switching / Power Control,149.3,36.169,497.622,N/A,100 Hz – 1 MHz,Mixed-Signal,2.0,95.94,78.4,120 MHz,0°C to 70°C,-40°C to 105°C,69.8,DIP-28,44.36 x 3.86 x 14.89 mm,90.1483,SMT,Carbon Composition,6320213 S/m,High,Yes,None,AEC-Q200
COMP0082,Sensor-1009,Signal Acquisition / Measurement,97.4,32.851,426.311,N/A,100 Hz – 1000 MHz,Analog,2.0,97.16,96.0,120 MHz,-40°C to 70°C,-65°C to 150°C,127.7,DIP-16,41.6 x 0.98 x 2.34 mm,32.1186,SMT,GaN,6935676 S/m,Medium,Yes,IATF 16949,JEDEC JESD22
COMP0189,Capacitor-7939,Energy Storage / Filtering,68.7,44.496,335.989,1427.3 µF,100 Hz – 100 MHz,Power,5.0,97.89,86.3,1 MHz,0°C to 70°C,-40°C to 150°C,73.5,QFP-32,26.21 x 25.35 x 14.26 mm,5.2323,SMT,Electrolytic Aluminum,9770783 S/m,Low,Yes,ISO 14001:2015,JEDEC JESD22
COMP0346,MOSFET-2876,Switching / Power Control,406.4,0.098,37.912,N/A,10 Hz – 10 MHz,Mixed-Signal,0.1,98.97,83.9,8 MHz,-25°C to 175°C,-55°C to 85°C,148.9,SOT-23,31.04 x 6.07 x 15.57 mm,22.9817,SMT,Film,7515271 S/m,High,Yes,ISO 14001:2015,IPC-2221
COMP0377,Diode-6813,Rectification / ESD Protection,133.4,7.551,413.362,N/A,100 Hz – 1 MHz,Mixed-Signal,5.0,98.98,88.2,200 MHz,-55°C to 150°C,-40°C to 150°C,105.4,BGA-144,42.46 x 17.11 x 4.64 mm,69.4205,Press-fit,Carbon Composition,1332604 S/m,Medium,Yes,None,MIL-STD-810
COMP0465,Diode-1339,Rectification / ESD Protection,314.0,44.127,410.166,N/A,1000 Hz – 10 MHz,Power,0.1,96.28,82.2,1 MHz,-25°C to 125°C,-55°C to 150°C,136.6,TSSOP-20,2.5 x 6.91 x 1.37 mm,38.7513,SMT,Carbon Composition,7545846 S/m,Medium,Yes,IATF 16949,IPC-7711
COMP0358,Crystal-6590,Frequency Reference / Timing,368.1,26.89,322.087,N/A,100 Hz – 100 MHz,Mixed-Signal,5.0,90.64,85.8,8 MHz,-55°C to 70°C,-55°C to 125°C,100.5,SOIC-28,39.02 x 5.51 x 6.75 mm,45.9379,SMT,Ceramic,9918911 S/m,Medium,Yes,ISO 14001:2015,AEC-Q200
COMP0258,Connector-4501,Signal / Power Interconnect,182.1,42.714,204.95,N/A,10 Hz – 1000 MHz,Digital,2.0,96.91,94.1,16 MHz,-55°C to 175°C,-55°C to 105°C,73.3,DIP-28,48.57 x 26.75 x 3.03 mm,6.905,SMT,Metal Oxide,2216841 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0082,Sensor-1009,Signal Acquisition / Measurement,251.8,21.957,309.618,N/A,1000 Hz – 10 MHz,RF,2.0,94.66,89.0,200 MHz,-25°C to 125°C,-65°C to 125°C,28.7,TSSOP-20,15.41 x 12.0 x 14.64 mm,63.842,SMT,Metal Oxide,8966059 S/m,Medium,Yes,None,JEDEC JESD22
COMP0133,Resistor-9856,Current Limiting / Voltage Division,415.0,26.699,330.996,1000000 Ω,1000 Hz – 1 MHz,RF,10.0,92.9,98.3,16 MHz,-40°C to 150°C,-65°C to 150°C,72.3,SOT-23,19.78 x 0.88 x 4.9 mm,82.6975,SMT,Metal Film,9099628 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0436,Transistor-2330,Switching / Amplification,422.3,27.022,491.81,N/A,1 Hz – 10 MHz,RF,0.5,94.76,77.3,400 MHz,0°C to 175°C,-40°C to 85°C,31.6,SMD 1210,9.71 x 1.98 x 10.35 mm,62.4497,THT,Carbon Composition,6740872 S/m,High,No,ISO 45001:2018,AEC-Q100
COMP0448,IC-2880,Signal Processing / Logic,222.6,32.991,305.005,N/A,100 Hz – 100 MHz,RF,0.5,94.43,96.5,400 MHz,-40°C to 105°C,-55°C to 150°C,122.6,DIP-28,34.46 x 27.69 x 1.61 mm,31.1818,SMT,SiC,5580987 S/m,High,Yes,ISO 45001:2018,MIL-STD-810
COMP0445,LED-8438,Visual Indication / Illumination,5.2,38.592,94.793,N/A,1000 Hz – 1000 MHz,Power,5.0,98.68,75.5,100 MHz,-55°C to 150°C,-65°C to 125°C,146.5,BGA-256,42.91 x 25.24 x 4.17 mm,2.9733,SMT,Metal Film,8595663 S/m,Medium,Yes,ISO 9001:2015,MIL-STD-810
COMP0257,Connector-8238,Signal / Power Interconnect,589.7,8.81,224.737,N/A,10 Hz – 1000 MHz,Digital,1.0,97.97,98.0,200 MHz,-55°C to 105°C,-55°C to 150°C,11.7,SMD 1210,48.02 x 11.85 x 3.49 mm,32.4639,Press-fit,Ceramic,6078749 S/m,High,Yes,None,AEC-Q100
COMP0149,MOSFET-8811,Switching / Power Control,139.3,33.623,439.263,N/A,10 Hz – 100 MHz,Analog,10.0,98.94,95.1,72 MHz,-40°C to 70°C,-65°C to 125°C,37.2,SMD 0402,28.34 x 2.37 x 3.22 mm,76.1922,SMT,Electrolytic Aluminum,2917011 S/m,Low,Yes,IATF 16949,IPC-7711
COMP0467,MOSFET-1659,Switching / Power Control,479.5,23.325,261.869,N/A,10 Hz – 1 MHz,RF,0.5,95.96,77.7,400 MHz,-40°C to 125°C,-55°C to 85°C,32.4,SOIC-16,44.38 x 20.56 x 18.92 mm,25.7877,SMT,Metal Oxide,7368035 S/m,High,Yes,IATF 16949,IPC-2221
COMP0289,Connector-5246,Signal / Power Interconnect,369.5,49.958,229.9,N/A,100 Hz – 100 MHz,Analog,5.0,91.53,84.8,48 MHz,0°C to 105°C,-65°C to 125°C,14.1,BGA-144,13.49 x 11.38 x 8.12 mm,29.0037,Press-fit,GaN,6338619 S/m,Low,Yes,ISO 45001:2018,IPC-A-610
COMP0480,Sensor-1601,Signal Acquisition / Measurement,527.7,2.351,338.54,N/A,10 Hz – 1000 MHz,Power,5.0,94.73,74.0,72 MHz,0°C to 175°C,-40°C to 125°C,7.6,TSSOP-20,9.15 x 18.62 x 17.9 mm,81.1763,Press-fit,Electrolytic Aluminum,8861500 S/m,High,Yes,ISO 45001:2018,AEC-Q100
COMP0451,Transistor-3330,Switching / Amplification,172.6,38.95,442.743,N/A,100 Hz – 1 MHz,Digital,10.0,90.13,86.7,200 MHz,-40°C to 105°C,-55°C to 150°C,70.7,SOIC-28,7.85 x 18.68 x 8.89 mm,48.4951,THT,Carbon Composition,110341 S/m,High,Yes,IATF 16949,JEDEC JESD22
COMP0279,Connector-1822,Signal / Power Interconnect,4.5,21.311,61.625,N/A,1000 Hz – 100 MHz,Analog,5.0,96.94,94.2,1 MHz,0°C to 85°C,-55°C to 105°C,25.9,DIP-28,6.01 x 11.89 x 10.7 mm,21.7513,SMT,Metal Oxide,6344548 S/m,Medium,Yes,ISO 9001:2015,MIL-STD-810
COMP0305,IC-2020,Signal Processing / Logic,49.6,47.198,308.62,N/A,100 Hz – 1 MHz,Mixed-Signal,10.0,95.22,86.3,8 MHz,-25°C to 150°C,-65°C to 105°C,80.9,QFN-48,16.74 x 12.23 x 14.21 mm,13.4838,SMT,Film,9755517 S/m,Low,Yes,IATF 16949,AEC-Q100
COMP0450,Crystal-3441,Frequency Reference / Timing,563.2,25.554,321.84,N/A,1000 Hz – 10 MHz,Power,10.0,90.46,85.6,100 MHz,-55°C to 125°C,-65°C to 125°C,34.7,DIP-8,35.05 x 14.76 x 12.16 mm,8.0394,THT,SiC,9292783 S/m,High,No,None,AEC-Q100
COMP0168,Connector-2638,Signal / Power Interconnect,239.3,46.214,222.921,N/A,100 Hz – 1000 MHz,Power,2.0,91.04,75.2,72 MHz,-55°C to 150°C,-40°C to 150°C,54.3,TO-220,25.53 x 9.8 x 17.77 mm,59.045,Press-fit,FR4 Laminate,9942874 S/m,Low,Yes,IATF 16949,IPC-7711
COMP0264,Capacitor-4848,Energy Storage / Filtering,381.6,31.195,299.009,493.1 µF,1000 Hz – 100 MHz,Mixed-Signal,10.0,94.74,92.9,8 MHz,0°C to 175°C,-55°C to 125°C,44.4,SOIC-28,14.62 x 14.47 x 13.67 mm,2.3358,SMT,Metal Film,7699201 S/m,Medium,Yes,None,UL 94V-0
COMP0343,MOSFET-4571,Switching / Power Control,115.9,27.015,311.975,N/A,1000 Hz – 100 MHz,Digital,0.5,98.53,90.5,48 MHz,-55°C to 70°C,-40°C to 125°C,64.2,SMD 1206,23.9 x 1.82 x 1.78 mm,64.2442,SMT,Electrolytic Aluminum,3898033 S/m,Low,Yes,None,IEC 61000-4
COMP0277,Diode-3881,Rectification / ESD Protection,35.8,18.373,335.178,N/A,10 Hz – 1 MHz,Analog,5.0,93.25,81.5,8 MHz,0°C to 175°C,-55°C to 150°C,6.3,DIP-8,20.39 x 9.48 x 15.6 mm,86.2082,THT,FR4 Laminate,3347976 S/m,Medium,Yes,None,UL 94V-0
