Supplier ID,Component ID,Past Risk Events,Failure Frequency (occurrences/year),Downtime Duration,Recovery Time,Risk Outcome (Success/Failure)
SUPP034,COMP0332,Export control regulation change,4.43,231 days,94 days,Success
SUPP057,COMP0345,Supplier financial instability,7.51,99 days,89 days,Success
SUPP059,COMP0205,Raw material scarcity — price surge,10.89,228 days,169 days,Failure
SUPP073,COMP0024,Supplier financial instability,1.31,143 days,55 days,Success
SUPP037,COMP0151,Wafer fab yield drop below threshold,8.79,357 days,234 days,Success
SUPP018,COMP0061,Raw material scarcity — price surge,5.37,310 days,150 days,Failure
SUPP041,COMP0314,Component discontinuation announcement,1.16,254 days,2 days,Success
SUPP026,COMP0496,Counterfeit component detection,6.62,71 days,25 days,Failure
SUPP052,COMP0128,Supply shortage due to factory fire,8.32,196 days,45 days,Success
SUPP002,COMP0150,Sudden capacity reduction by supplier,5.73,316 days,152 days,Success
SUPP078,COMP0173,Sudden capacity reduction by supplier,4.64,71 days,18 days,Success
SUPP030,COMP0435,Raw material scarcity — price surge,6.09,234 days,66 days,Success
SUPP038,COMP0469,Quality defect — batch recall issued,10.99,229 days,188 days,Failure
SUPP026,COMP0077,Export control regulation change,0.27,73 days,60 days,Success
SUPP092,COMP0331,Counterfeit component detection,10.05,99 days,4 days,Failure
SUPP062,COMP0346,Supply shortage due to factory fire,10.47,276 days,70 days,Success
SUPP032,COMP0431,Wafer fab yield drop below threshold,0.62,33 days,7 days,Success
SUPP010,COMP0280,Export control regulation change,3.33,20 days,2 days,Failure
SUPP048,COMP0322,Export control regulation change,11.19,90 days,38 days,Success
SUPP012,COMP0386,Sudden capacity reduction by supplier,3.19,290 days,226 days,Success
SUPP042,COMP0492,Delivery delay due to port congestion,4.23,301 days,267 days,Failure
SUPP045,COMP0144,Supplier financial instability,1.55,19 days,12 days,Failure
SUPP041,COMP0091,Quality defect — batch recall issued,10.81,173 days,17 days,Failure
SUPP070,COMP0468,Supply shortage due to factory fire,6.15,223 days,154 days,Success
SUPP100,COMP0489,Supplier financial instability,1.98,302 days,135 days,Success
SUPP096,COMP0213,Delivery delay due to port congestion,1.0,336 days,58 days,Success
SUPP071,COMP0275,Wafer fab yield drop below threshold,4.41,71 days,20 days,Failure
SUPP087,COMP0260,Counterfeit component detection,0.28,110 days,91 days,Success
SUPP056,COMP0179,Logistics disruption — carrier strike,5.62,161 days,119 days,Failure
SUPP047,COMP0125,Sudden capacity reduction by supplier,11.91,138 days,116 days,Success
SUPP041,COMP0419,Component discontinuation announcement,6.18,215 days,153 days,Failure
SUPP030,COMP0313,Quality defect — batch recall issued,5.32,55 days,23 days,Success
SUPP093,COMP0277,Supplier financial instability,5.81,187 days,162 days,Success
SUPP073,COMP0274,Wafer fab yield drop below threshold,5.09,28 days,21 days,Success
SUPP068,COMP0160,Raw material scarcity — price surge,3.17,81 days,62 days,Success
SUPP060,COMP0469,Supplier financial instability,5.91,233 days,62 days,Failure
SUPP052,COMP0409,Geopolitical trade restriction imposed,0.53,273 days,223 days,Success
SUPP051,COMP0216,Counterfeit component detection,1.92,58 days,54 days,Failure
SUPP049,COMP0267,Counterfeit component detection,8.52,321 days,201 days,Success
SUPP041,COMP0023,Supplier financial instability,8.43,228 days,223 days,Success
SUPP034,COMP0061,Component discontinuation announcement,10.49,84 days,38 days,Success
SUPP048,COMP0005,Natural disaster impact on fab,9.18,319 days,75 days,Success
SUPP062,COMP0189,Export control regulation change,4.04,69 days,35 days,Failure
SUPP077,COMP0230,Raw material scarcity — price surge,9.55,86 days,84 days,Success
SUPP037,COMP0290,Supply shortage due to factory fire,1.65,158 days,86 days,Success
SUPP004,COMP0391,Counterfeit component detection,4.0,238 days,89 days,Success
SUPP005,COMP0198,Geopolitical trade restriction imposed,1.64,225 days,140 days,Success
SUPP077,COMP0271,Wafer fab yield drop below threshold,8.7,307 days,191 days,Success
SUPP010,COMP0328,Supplier financial instability,5.77,356 days,255 days,Success
SUPP048,COMP0031,Logistics disruption — carrier strike,2.29,207 days,102 days,Success
SUPP013,COMP0058,Component discontinuation announcement,10.57,250 days,157 days,Failure
SUPP058,COMP0402,Pandemic-related facility shutdown,1.23,243 days,122 days,Success
SUPP091,COMP0499,Component discontinuation announcement,4.49,251 days,62 days,Success
SUPP018,COMP0423,Supplier financial instability,10.98,41 days,4 days,Success
SUPP042,COMP0266,Supplier financial instability,3.89,81 days,76 days,Failure
SUPP094,COMP0470,Natural disaster impact on fab,11.93,197 days,141 days,Failure
SUPP039,COMP0106,Raw material scarcity — price surge,8.93,106 days,76 days,Success
SUPP059,COMP0374,Pandemic-related facility shutdown,2.6,299 days,238 days,Success
SUPP099,COMP0363,Pandemic-related facility shutdown,4.02,165 days,62 days,Failure
SUPP042,COMP0271,Delivery delay due to port congestion,0.44,166 days,68 days,Success
SUPP055,COMP0054,Quality defect — batch recall issued,1.69,268 days,199 days,Failure
SUPP047,COMP0175,Supplier financial instability,7.39,333 days,135 days,Success
SUPP072,COMP0412,Logistics disruption — carrier strike,11.76,336 days,97 days,Failure
SUPP020,COMP0225,Sudden capacity reduction by supplier,8.04,357 days,274 days,Failure
SUPP089,COMP0025,Quality defect — batch recall issued,5.56,362 days,246 days,Success
SUPP090,COMP0201,Quality defect — batch recall issued,4.5,93 days,81 days,Failure
SUPP064,COMP0077,Counterfeit component detection,7.86,304 days,163 days,Success
SUPP019,COMP0317,Wafer fab yield drop below threshold,0.77,174 days,83 days,Success
SUPP064,COMP0040,Natural disaster impact on fab,3.57,120 days,100 days,Success
SUPP053,COMP0361,Delivery delay due to port congestion,9.87,292 days,154 days,Success
SUPP092,COMP0211,Quality defect — batch recall issued,11.85,238 days,81 days,Failure
SUPP020,COMP0145,Component discontinuation announcement,10.29,21 days,11 days,Success
SUPP091,COMP0385,Export control regulation change,1.62,114 days,44 days,Success
SUPP014,COMP0400,Supplier financial instability,5.91,72 days,27 days,Success
SUPP022,COMP0097,Delivery delay due to port congestion,7.72,349 days,293 days,Success
SUPP073,COMP0486,Delivery delay due to port congestion,1.68,125 days,19 days,Success
SUPP073,COMP0074,Logistics disruption — carrier strike,10.82,71 days,59 days,Success
SUPP074,COMP0001,Export control regulation change,1.69,136 days,117 days,Failure
SUPP081,COMP0383,Supplier financial instability,4.31,1 days,1 days,Failure
SUPP078,COMP0420,Pandemic-related facility shutdown,7.79,184 days,81 days,Success
SUPP069,COMP0130,Pandemic-related facility shutdown,6.22,233 days,19 days,Failure
SUPP094,COMP0286,Delivery delay due to port congestion,2.88,13 days,7 days,Success
SUPP045,COMP0440,Supplier financial instability,4.64,66 days,54 days,Success
SUPP090,COMP0316,Export control regulation change,9.04,212 days,106 days,Failure
SUPP010,COMP0347,Export control regulation change,8.19,222 days,213 days,Success
SUPP016,COMP0077,Logistics disruption — carrier strike,5.34,343 days,124 days,Success
SUPP083,COMP0010,Pandemic-related facility shutdown,6.1,94 days,29 days,Success
SUPP083,COMP0263,Sudden capacity reduction by supplier,7.57,153 days,15 days,Success
SUPP023,COMP0382,Pandemic-related facility shutdown,0.27,236 days,47 days,Success
SUPP100,COMP0032,Pandemic-related facility shutdown,4.29,289 days,253 days,Failure
SUPP091,COMP0060,Component discontinuation announcement,5.9,36 days,15 days,Success
SUPP078,COMP0429,Logistics disruption — carrier strike,5.1,63 days,16 days,Failure
SUPP049,COMP0489,Quality defect — batch recall issued,3.55,103 days,3 days,Success
SUPP013,COMP0067,Supplier financial instability,11.71,145 days,52 days,Failure
SUPP100,COMP0227,Quality defect — batch recall issued,11.07,193 days,125 days,Failure
SUPP038,COMP0261,Supply shortage due to factory fire,7.25,183 days,169 days,Success
SUPP027,COMP0270,Natural disaster impact on fab,5.94,146 days,88 days,Failure
SUPP018,COMP0403,Sudden capacity reduction by supplier,1.69,289 days,112 days,Success
SUPP015,COMP0089,Sudden capacity reduction by supplier,8.6,252 days,31 days,Success
SUPP091,COMP0299,Supply shortage due to factory fire,10.69,99 days,98 days,Failure
SUPP067,COMP0130,Counterfeit component detection,11.51,16 days,16 days,Success
SUPP019,COMP0400,Raw material scarcity — price surge,6.32,196 days,132 days,Failure
SUPP008,COMP0461,Export control regulation change,5.25,137 days,13 days,Success
SUPP019,COMP0316,Delivery delay due to port congestion,9.94,218 days,145 days,Failure
SUPP037,COMP0403,Geopolitical trade restriction imposed,9.27,26 days,1 days,Failure
SUPP097,COMP0076,Sudden capacity reduction by supplier,10.38,325 days,132 days,Success
SUPP047,COMP0055,Counterfeit component detection,9.59,110 days,10 days,Success
SUPP015,COMP0424,Natural disaster impact on fab,9.28,206 days,89 days,Failure
SUPP075,COMP0402,Counterfeit component detection,8.14,21 days,3 days,Success
SUPP057,COMP0435,Sudden capacity reduction by supplier,7.46,167 days,42 days,Success
SUPP097,COMP0471,Natural disaster impact on fab,1.84,233 days,53 days,Failure
SUPP073,COMP0264,Quality defect — batch recall issued,1.66,156 days,99 days,Success
SUPP085,COMP0095,Supplier financial instability,11.88,83 days,49 days,Failure
SUPP073,COMP0013,Export control regulation change,9.71,92 days,22 days,Success
SUPP071,COMP0315,Pandemic-related facility shutdown,7.01,359 days,152 days,Success
SUPP098,COMP0331,Delivery delay due to port congestion,8.77,47 days,13 days,Failure
SUPP060,COMP0165,Quality defect — batch recall issued,10.98,175 days,170 days,Success
SUPP014,COMP0318,Geopolitical trade restriction imposed,1.78,264 days,107 days,Success
SUPP038,COMP0051,Logistics disruption — carrier strike,11.12,323 days,60 days,Success
SUPP086,COMP0213,Raw material scarcity — price surge,8.05,336 days,311 days,Success
SUPP013,COMP0094,Supplier financial instability,10.25,69 days,30 days,Success
SUPP031,COMP0342,Counterfeit component detection,4.11,58 days,55 days,Success
SUPP048,COMP0303,Raw material scarcity — price surge,10.83,207 days,155 days,Success
SUPP037,COMP0021,Export control regulation change,2.33,102 days,28 days,Failure
SUPP067,COMP0401,Counterfeit component detection,3.41,10 days,4 days,Success
SUPP006,COMP0341,Wafer fab yield drop below threshold,0.59,322 days,13 days,Failure
SUPP062,COMP0162,Sudden capacity reduction by supplier,9.92,52 days,43 days,Success
SUPP010,COMP0221,Natural disaster impact on fab,6.11,47 days,22 days,Failure
SUPP026,COMP0086,Geopolitical trade restriction imposed,5.89,231 days,144 days,Failure
SUPP013,COMP0400,Wafer fab yield drop below threshold,7.25,125 days,120 days,Failure
SUPP087,COMP0246,Export control regulation change,5.96,150 days,42 days,Success
SUPP019,COMP0312,Pandemic-related facility shutdown,10.56,139 days,37 days,Success
SUPP070,COMP0146,Logistics disruption — carrier strike,1.12,328 days,49 days,Success
SUPP085,COMP0113,Geopolitical trade restriction imposed,9.46,267 days,210 days,Success
SUPP049,COMP0482,Sudden capacity reduction by supplier,5.43,355 days,344 days,Success
SUPP008,COMP0179,Supplier financial instability,9.99,322 days,172 days,Success
SUPP050,COMP0310,Logistics disruption — carrier strike,11.95,231 days,18 days,Failure
SUPP052,COMP0331,Sudden capacity reduction by supplier,5.99,178 days,145 days,Success
SUPP087,COMP0441,Delivery delay due to port congestion,9.72,151 days,25 days,Failure
SUPP025,COMP0145,Component discontinuation announcement,1.62,135 days,7 days,Failure
SUPP016,COMP0466,Sudden capacity reduction by supplier,3.8,161 days,35 days,Success
SUPP006,COMP0238,Sudden capacity reduction by supplier,7.15,341 days,201 days,Success
SUPP024,COMP0040,Pandemic-related facility shutdown,8.08,268 days,140 days,Success
SUPP009,COMP0279,Raw material scarcity — price surge,7.58,147 days,140 days,Success
SUPP068,COMP0274,Raw material scarcity — price surge,8.96,167 days,83 days,Failure
SUPP057,COMP0131,Geopolitical trade restriction imposed,1.13,187 days,124 days,Success
SUPP098,COMP0292,Component discontinuation announcement,2.94,160 days,29 days,Failure
SUPP026,COMP0328,Component discontinuation announcement,6.12,168 days,49 days,Success
SUPP015,COMP0292,Raw material scarcity — price surge,8.2,188 days,23 days,Failure
SUPP027,COMP0422,Wafer fab yield drop below threshold,6.99,358 days,156 days,Failure
SUPP056,COMP0398,Pandemic-related facility shutdown,10.12,142 days,37 days,Success
SUPP026,COMP0261,Export control regulation change,0.57,62 days,13 days,Success
SUPP037,COMP0121,Counterfeit component detection,0.8,218 days,165 days,Success
SUPP069,COMP0185,Sudden capacity reduction by supplier,4.9,232 days,214 days,Failure
SUPP099,COMP0424,Quality defect — batch recall issued,9.65,181 days,54 days,Success
SUPP004,COMP0328,Component discontinuation announcement,11.02,269 days,44 days,Failure
SUPP051,COMP0217,Supply shortage due to factory fire,9.75,267 days,149 days,Failure
SUPP099,COMP0048,Supply shortage due to factory fire,8.33,351 days,88 days,Failure
SUPP073,COMP0284,Export control regulation change,3.59,69 days,32 days,Success
SUPP023,COMP0127,Counterfeit component detection,10.6,144 days,12 days,Success
SUPP047,COMP0473,Delivery delay due to port congestion,6.04,53 days,52 days,Success
SUPP034,COMP0361,Quality defect — batch recall issued,10.88,101 days,19 days,Success
SUPP002,COMP0365,Raw material scarcity — price surge,9.86,256 days,147 days,Failure
SUPP042,COMP0259,Natural disaster impact on fab,1.47,31 days,23 days,Failure
SUPP085,COMP0244,Sudden capacity reduction by supplier,0.72,280 days,125 days,Success
SUPP053,COMP0190,Supplier financial instability,5.45,31 days,9 days,Success
SUPP029,COMP0138,Geopolitical trade restriction imposed,4.37,95 days,79 days,Success
SUPP014,COMP0381,Raw material scarcity — price surge,6.95,157 days,39 days,Success
SUPP004,COMP0435,Raw material scarcity — price surge,2.39,298 days,180 days,Success
SUPP040,COMP0090,Wafer fab yield drop below threshold,7.96,17 days,9 days,Success
SUPP007,COMP0290,Supplier financial instability,1.29,29 days,1 days,Failure
SUPP099,COMP0243,Pandemic-related facility shutdown,7.81,235 days,78 days,Success
SUPP004,COMP0193,Export control regulation change,10.52,364 days,220 days,Failure
SUPP070,COMP0152,Quality defect — batch recall issued,1.76,217 days,25 days,Success
SUPP056,COMP0345,Component discontinuation announcement,2.56,195 days,185 days,Failure
SUPP054,COMP0144,Wafer fab yield drop below threshold,3.02,256 days,217 days,Failure
SUPP074,COMP0453,Supply shortage due to factory fire,11.06,56 days,33 days,Success
SUPP027,COMP0024,Supply shortage due to factory fire,11.85,202 days,9 days,Failure
SUPP055,COMP0344,Component discontinuation announcement,0.61,95 days,67 days,Failure
SUPP048,COMP0415,Supplier financial instability,11.87,22 days,18 days,Failure
SUPP092,COMP0029,Quality defect — batch recall issued,2.74,64 days,50 days,Success
SUPP087,COMP0038,Component discontinuation announcement,3.93,233 days,233 days,Failure
SUPP071,COMP0267,Delivery delay due to port congestion,0.16,354 days,224 days,Success
SUPP099,COMP0435,Sudden capacity reduction by supplier,11.71,17 days,5 days,Success
SUPP093,COMP0395,Counterfeit component detection,7.28,112 days,22 days,Success
SUPP008,COMP0233,Supplier financial instability,11.37,301 days,38 days,Success
SUPP078,COMP0403,Component discontinuation announcement,4.61,344 days,223 days,Failure
SUPP040,COMP0056,Export control regulation change,2.98,89 days,41 days,Success
SUPP083,COMP0329,Geopolitical trade restriction imposed,0.1,265 days,6 days,Success
SUPP029,COMP0140,Geopolitical trade restriction imposed,8.4,210 days,118 days,Success
SUPP005,COMP0084,Natural disaster impact on fab,1.73,103 days,53 days,Success
SUPP025,COMP0375,Export control regulation change,1.14,300 days,267 days,Success
