Supplier ID,Supplier Name,Location,Component ID,Cost per Component ($),Available Quantity,Lead Time (Weeks),Reliability Score (0-1),Past Performance Rating (1-5),Alternate Supplier ID
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0179,184.61,173234,12,0.59,2.8,SUPP089
SUPP100,Entegris,"Tokyo, Japan",COMP0141,410.0,444287,45,0.81,1.1,SUPP009
SUPP057,Harting,"Tokyo, Japan",COMP0203,462.58,267562,29,0.74,3.2,SUPP067
SUPP075,Illinois Capacitor,"London, UK",COMP0107,447.32,295391,20,0.64,3.0,SUPP089
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0039,197.4,136516,12,0.95,1.3,SUPP075
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0092,641.32,219326,26,0.99,3.3,SUPP070
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0365,584.33,191482,16,0.82,3.6,SUPP100
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0052,18.83,218606,9,0.98,4.4,SUPP084
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0086,217.08,268047,6,0.93,3.2,SUPP002
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0291,572.26,62814,26,0.93,3.7,SUPP024
SUPP081,Eaton Electronics,"Bangalore, India",COMP0054,613.5,8616,2,0.86,3.0,SUPP043
SUPP081,Eaton Electronics,"Bangalore, India",COMP0229,172.37,255999,29,0.55,4.4,SUPP038
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0171,503.92,38936,23,0.72,3.6,SUPP055
SUPP079,Sumida,"Stockholm, Sweden",COMP0487,600.23,303756,24,0.91,3.3,SUPP020
SUPP008,Texas Instruments,Singapore,COMP0420,546.18,29467,4,0.98,4.0,SUPP029
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0005,398.84,193410,39,0.92,4.5,SUPP091
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0241,116.17,374017,44,0.78,4.7,SUPP054
SUPP047,Sensata Technologies,"Shanghai, China",COMP0120,13.21,213564,24,0.75,1.3,SUPP095
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0410,412.88,73374,11,0.93,3.6,SUPP055
SUPP041,Macronix International,"Shanghai, China",COMP0482,617.76,170374,41,0.75,4.5,SUPP078
SUPP039,ISSI,"Stockholm, Sweden",COMP0226,595.57,101767,34,0.91,4.7,SUPP070
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0065,323.96,36245,38,0.58,4.8,SUPP061
SUPP015,Analog Devices,"Munich, Germany",COMP0032,601.4,315023,24,0.8,1.3,SUPP011
SUPP068,Mini-Circuits,"Munich, Germany",COMP0029,632.03,213757,7,0.96,3.4,SUPP005
SUPP041,Macronix International,"Shanghai, China",COMP0033,189.21,229786,12,0.6,4.3,SUPP024
SUPP077,BC Components,"Seoul, South Korea",COMP0335,326.69,60139,6,0.9,4.8,SUPP068
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0499,67.25,239485,43,0.78,3.2,SUPP088
SUPP057,Harting,"Tokyo, Japan",COMP0261,123.79,395736,2,0.86,2.8,SUPP014
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0149,554.3,151152,31,0.66,4.8,SUPP028
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0325,512.95,320480,38,0.87,4.8,SUPP050
SUPP047,Sensata Technologies,"Shanghai, China",COMP0015,226.43,12145,21,0.82,3.4,SUPP012
SUPP064,Microsemi,"Taipei, Taiwan",COMP0376,264.33,345669,31,0.54,1.1,SUPP087
SUPP100,Entegris,"Tokyo, Japan",COMP0368,79.87,199078,20,0.57,3.7,SUPP080
SUPP022,Bourns,Singapore,COMP0478,615.35,198479,50,0.74,2.7,SUPP097
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0287,206.42,423149,29,0.51,4.4,SUPP096
SUPP004,Yageo Corporation,"Munich, Germany",COMP0473,417.72,479981,1,0.76,1.4,SUPP033
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0333,448.79,24895,26,0.88,3.1,SUPP099
SUPP068,Mini-Circuits,"Munich, Germany",COMP0269,420.79,97221,35,0.92,2.2,SUPP008
SUPP043,Cree LED,"Bangalore, India",COMP0310,670.34,452978,3,0.67,1.3,SUPP011
SUPP044,Lumileds,"Austin, USA",COMP0020,456.7,199915,50,0.87,2.8,SUPP081
SUPP068,Mini-Circuits,"Munich, Germany",COMP0212,383.96,418895,31,0.69,1.7,SUPP053
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0432,72.09,367422,22,0.93,3.5,SUPP004
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0471,526.97,447521,20,0.91,3.1,SUPP035
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0400,382.74,94811,23,0.88,2.8,SUPP023
SUPP077,BC Components,"Seoul, South Korea",COMP0440,317.01,261245,17,0.97,1.6,SUPP035
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0496,527.58,261263,29,0.55,1.3,SUPP043
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0082,658.56,244339,50,0.62,3.1,SUPP059
SUPP038,Epson Timing,"Bangalore, India",COMP0182,668.85,68608,35,0.58,4.0,SUPP012
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0343,690.98,128783,41,0.86,1.0,SUPP030
SUPP075,Illinois Capacitor,"London, UK",COMP0119,524.38,306753,47,0.78,2.8,SUPP027
SUPP022,Bourns,Singapore,COMP0140,290.11,10656,21,0.61,2.3,SUPP051
SUPP057,Harting,"Tokyo, Japan",COMP0060,401.46,381174,51,0.88,4.3,SUPP059
SUPP020,JST,"Munich, Germany",COMP0493,118.62,74529,5,0.87,1.4,SUPP060
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0427,253.21,200427,22,0.65,2.8,SUPP078
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0255,634.76,381340,35,0.96,2.6,SUPP080
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0480,622.89,192011,30,0.74,2.4,SUPP021
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0155,701.81,227503,1,0.66,3.3,SUPP063
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0373,248.48,118767,46,0.9,3.6,SUPP067
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0070,479.45,174673,33,0.89,3.9,SUPP025
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0323,399.3,353621,26,0.63,3.9,SUPP055
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0211,717.73,90134,40,0.51,2.0,SUPP089
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0073,725.81,190944,5,0.97,1.4,SUPP056
SUPP019,Hirose Electric,"Milan, Italy",COMP0142,379.12,304272,37,0.53,4.8,SUPP096
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0119,14.85,449922,7,0.51,2.9,SUPP010
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0267,308.87,16564,5,0.99,1.0,SUPP002
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0390,191.78,219750,4,0.98,1.5,SUPP069
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0213,471.13,200570,26,0.64,4.8,SUPP019
SUPP043,Cree LED,"Bangalore, India",COMP0498,344.81,184950,13,0.76,1.0,SUPP001
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0396,268.73,310120,33,0.87,5.0,SUPP069
SUPP015,Analog Devices,"Munich, Germany",COMP0321,25.88,456069,23,0.77,3.3,SUPP056
SUPP020,JST,"Munich, Germany",COMP0092,196.29,121991,7,0.76,1.4,SUPP099
SUPP067,MACOM Technology,"Shenzhen, China",COMP0450,478.59,262119,3,0.88,1.4,SUPP018
SUPP070,Susumu,"Munich, Germany",COMP0001,733.24,349075,45,0.72,2.4,SUPP029
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0302,147.76,111857,16,0.54,2.1,SUPP092
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0235,266.82,176387,38,0.93,4.5,SUPP049
SUPP017,TE Connectivity,"Austin, USA",COMP0458,208.89,219341,11,0.85,1.7,SUPP061
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0265,300.97,125176,16,0.92,3.2,SUPP014
SUPP076,Sprague Goodman,"Shanghai, China",COMP0002,242.04,489402,14,0.58,1.1,SUPP084
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0276,477.05,347109,2,0.7,2.1,SUPP083
SUPP058,ITT Cannon,"Munich, Germany",COMP0148,587.31,291874,21,0.57,2.2,SUPP064
SUPP057,Harting,"Tokyo, Japan",COMP0269,29.96,408935,17,0.94,4.7,SUPP003
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0350,389.16,455439,37,0.64,3.1,SUPP037
SUPP053,WAGO,"Shanghai, China",COMP0235,104.14,249626,1,0.66,3.3,SUPP014
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0052,327.9,477508,50,0.95,2.6,SUPP021
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0349,649.08,229891,1,0.94,3.9,SUPP068
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0240,680.0,483292,47,0.58,1.6,SUPP051
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0110,124.79,405342,25,0.72,1.8,SUPP093
SUPP079,Sumida,"Stockholm, Sweden",COMP0366,353.2,423728,44,0.89,2.5,SUPP073
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0431,47.92,35199,11,0.78,4.2,SUPP050
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0383,260.46,334698,40,0.57,4.3,SUPP084
SUPP020,JST,"Munich, Germany",COMP0493,214.76,81577,43,0.66,1.8,SUPP089
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0359,447.09,340275,31,0.68,3.5,SUPP067
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0290,175.34,97306,23,0.51,2.8,SUPP008
SUPP091,Ohmite,"Osaka, Japan",COMP0258,518.78,262961,51,0.69,1.8,SUPP043
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0016,88.63,126152,14,0.74,3.0,SUPP085
SUPP064,Microsemi,"Taipei, Taiwan",COMP0097,155.36,160864,52,0.55,2.6,SUPP020
SUPP100,Entegris,"Tokyo, Japan",COMP0284,413.91,359768,29,0.63,1.8,SUPP063
SUPP099,Cohu Inc,"Bangalore, India",COMP0255,149.38,282580,2,0.68,4.5,SUPP035
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0104,396.51,496426,7,0.98,2.1,SUPP012
SUPP039,ISSI,"Stockholm, Sweden",COMP0251,716.78,487182,40,0.63,1.2,SUPP045
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0261,548.17,177631,23,0.85,3.5,SUPP003
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0433,124.29,62965,49,0.62,1.7,SUPP033
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0342,499.8,459085,5,0.93,3.7,SUPP041
SUPP026,Lattice Semiconductor,Singapore,COMP0162,232.43,375978,36,0.55,3.4,SUPP020
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0281,112.48,81200,9,0.55,3.0,SUPP051
SUPP025,Maxim Integrated,"Milan, Italy",COMP0457,101.63,217542,24,0.63,2.2,SUPP003
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0014,441.72,248559,3,0.75,4.3,SUPP089
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0245,518.6,335292,20,0.52,3.6,SUPP008
SUPP095,GaN Systems,"San Jose, USA",COMP0074,529.04,50917,13,0.68,1.3,SUPP029
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0205,311.88,201263,13,0.56,4.1,SUPP072
SUPP031,Rubycon,"Zurich, Switzerland",COMP0256,389.73,207722,34,0.63,1.5,SUPP087
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0357,462.96,304217,16,0.73,3.7,SUPP036
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0108,465.89,448023,52,1.0,1.8,SUPP004
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0090,258.93,60453,22,0.7,2.2,SUPP003
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0007,418.39,353931,11,0.5,1.4,SUPP022
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0423,557.63,158749,39,0.78,4.9,SUPP078
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0268,398.8,222470,4,0.5,2.8,SUPP036
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0105,609.39,489136,17,0.72,1.7,SUPP058
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0090,718.72,77234,50,0.5,3.7,SUPP061
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0307,600.2,236224,11,0.74,4.8,SUPP041
SUPP054,Dinkle,"Shanghai, China",COMP0459,60.78,236704,1,0.55,4.5,SUPP068
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0422,290.66,37905,31,0.73,4.8,SUPP035
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0382,344.39,352089,8,0.72,2.1,SUPP012
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0008,493.53,378891,5,0.93,4.7,SUPP094
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0268,727.08,240594,52,0.89,4.7,SUPP087
SUPP081,Eaton Electronics,"Bangalore, India",COMP0433,468.96,139893,3,0.93,1.0,SUPP025
SUPP037,Abracon,"Chennai, India",COMP0101,583.36,351836,38,0.75,2.2,SUPP059
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0385,617.13,153945,13,1.0,3.0,SUPP017
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0042,579.8,419345,15,0.66,3.2,SUPP055
SUPP030,Nichicon,"Zurich, Switzerland",COMP0454,629.19,226196,17,0.81,1.1,SUPP006
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0369,9.87,433980,41,0.62,4.4,SUPP046
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0085,173.82,242406,18,0.94,4.9,SUPP095
SUPP017,TE Connectivity,"Austin, USA",COMP0278,172.67,469424,15,0.6,4.6,SUPP059
SUPP080,Bourns Inductors,"Shanghai, China",COMP0004,337.51,375024,14,0.66,4.6,SUPP007
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0344,701.53,8044,47,0.86,4.3,SUPP059
SUPP038,Epson Timing,"Bangalore, India",COMP0489,596.98,259323,9,0.87,1.8,SUPP041
SUPP099,Cohu Inc,"Bangalore, India",COMP0222,381.7,320901,33,0.6,3.6,SUPP060
SUPP017,TE Connectivity,"Austin, USA",COMP0469,16.29,304606,16,0.55,2.7,SUPP046
SUPP085,Espressif Systems,"London, UK",COMP0042,318.86,6455,32,0.75,4.7,SUPP032
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0291,37.5,128563,51,0.58,4.6,SUPP032
SUPP016,Molex,"Shanghai, China",COMP0448,308.04,428968,12,0.54,1.9,SUPP081
SUPP080,Bourns Inductors,"Shanghai, China",COMP0311,680.21,23540,14,0.6,2.3,SUPP077
SUPP047,Sensata Technologies,"Shanghai, China",COMP0316,363.52,382148,25,0.94,1.1,SUPP074
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0015,67.51,108172,2,0.78,4.9,SUPP049
SUPP026,Lattice Semiconductor,Singapore,COMP0142,535.31,120727,41,0.87,1.6,SUPP058
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0315,735.57,436309,29,0.93,4.1,SUPP034
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0310,603.09,86964,22,0.68,3.7,SUPP021
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0043,731.68,365729,20,0.52,4.9,SUPP069
SUPP030,Nichicon,"Zurich, Switzerland",COMP0149,192.99,444612,25,0.73,2.9,SUPP098
SUPP031,Rubycon,"Zurich, Switzerland",COMP0364,259.19,45440,31,0.51,3.1,SUPP043
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0301,143.81,483980,1,0.79,2.4,SUPP083
SUPP054,Dinkle,"Shanghai, China",COMP0172,161.97,214785,32,0.96,2.6,SUPP049
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0440,434.92,79814,28,0.76,4.4,SUPP062
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0108,78.5,369897,21,0.68,4.1,SUPP033
SUPP085,Espressif Systems,"London, UK",COMP0057,456.74,263232,3,0.58,2.2,SUPP083
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0452,115.6,17995,29,0.54,4.0,SUPP097
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0421,351.11,293367,8,0.93,4.8,SUPP044
SUPP031,Rubycon,"Zurich, Switzerland",COMP0315,251.33,454273,42,0.79,3.7,SUPP028
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0263,297.21,369920,51,0.74,4.1,SUPP097
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0014,328.93,381382,9,0.63,3.6,SUPP037
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0456,391.72,452267,47,0.94,4.7,SUPP017
SUPP041,Macronix International,"Shanghai, China",COMP0233,476.44,465335,39,0.86,3.9,SUPP092
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0276,436.76,441120,2,0.62,2.4,SUPP039
SUPP067,MACOM Technology,"Shenzhen, China",COMP0284,504.0,190657,37,0.83,2.4,SUPP001
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0055,283.18,404118,8,0.78,3.1,SUPP072
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0226,494.31,34133,9,0.88,3.7,SUPP065
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0092,510.77,325448,47,0.64,4.2,SUPP063
SUPP080,Bourns Inductors,"Shanghai, China",COMP0371,34.46,212427,36,0.86,1.3,SUPP075
SUPP025,Maxim Integrated,"Milan, Italy",COMP0362,387.35,19651,47,0.85,2.7,SUPP042
SUPP022,Bourns,Singapore,COMP0385,705.33,157869,9,0.56,2.4,SUPP005
SUPP018,Amphenol,"London, UK",COMP0215,317.26,51462,29,0.94,3.2,SUPP091
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0468,131.06,75552,40,0.57,1.7,SUPP072
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0444,443.93,114665,21,0.93,3.8,SUPP033
SUPP004,Yageo Corporation,"Munich, Germany",COMP0412,213.67,44438,34,0.85,4.4,SUPP043
SUPP037,Abracon,"Chennai, India",COMP0131,380.21,433802,9,0.61,3.9,SUPP069
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0373,3.07,329403,49,0.55,2.6,SUPP079
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0250,217.96,326645,10,0.62,4.7,SUPP025
SUPP028,Semtech,"Penang, Malaysia",COMP0356,467.71,96471,15,0.9,4.5,SUPP030
SUPP017,TE Connectivity,"Austin, USA",COMP0143,400.0,116467,26,0.61,3.8,SUPP082
SUPP017,TE Connectivity,"Austin, USA",COMP0195,364.25,470068,4,0.62,1.2,SUPP060
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0011,589.35,34163,29,0.64,3.5,SUPP067
SUPP057,Harting,"Tokyo, Japan",COMP0186,156.76,219853,37,0.78,2.5,SUPP044
SUPP033,Bel Fuse,"Munich, Germany",COMP0196,82.74,110856,23,0.53,2.9,SUPP003
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0095,386.66,13319,19,0.53,2.9,SUPP033
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0462,675.71,181644,27,0.52,1.5,SUPP009
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0031,490.49,92812,44,1.0,2.4,SUPP040
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0475,575.82,8799,27,0.67,3.4,SUPP038
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0246,380.67,309594,11,0.89,1.3,SUPP066
SUPP030,Nichicon,"Zurich, Switzerland",COMP0070,742.52,109076,17,0.73,4.3,SUPP005
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0481,292.51,142731,10,0.66,3.4,SUPP027
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0365,227.8,444915,33,0.58,1.3,SUPP065
SUPP095,GaN Systems,"San Jose, USA",COMP0450,229.35,237096,9,0.61,4.3,SUPP003
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0036,653.63,468200,51,0.7,2.3,SUPP085
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0232,73.69,492890,42,0.84,1.9,SUPP011
SUPP004,Yageo Corporation,"Munich, Germany",COMP0344,424.42,369436,26,0.56,3.7,SUPP078
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0006,497.04,135979,5,0.59,4.7,SUPP066
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0428,4.58,472387,50,0.59,2.9,SUPP005
SUPP080,Bourns Inductors,"Shanghai, China",COMP0182,12.5,221224,33,0.77,2.4,SUPP085
SUPP079,Sumida,"Stockholm, Sweden",COMP0167,535.09,151636,29,0.58,3.3,SUPP092
SUPP017,TE Connectivity,"Austin, USA",COMP0191,370.31,309941,8,0.87,1.4,SUPP095
SUPP039,ISSI,"Stockholm, Sweden",COMP0139,504.78,227363,44,0.6,3.5,SUPP074
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0271,330.67,234031,16,0.96,2.3,SUPP085
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0295,576.95,314398,49,0.68,3.2,SUPP094
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0083,303.46,14305,12,0.75,1.0,SUPP006
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0201,161.18,428017,12,0.56,3.0,SUPP066
SUPP008,Texas Instruments,Singapore,COMP0399,627.22,475485,5,0.78,4.4,SUPP035
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0205,31.52,424409,13,0.73,3.3,SUPP039
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0201,563.06,42999,44,0.65,1.6,SUPP002
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0147,591.15,319215,19,0.9,2.2,SUPP027
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0006,422.95,108398,4,0.64,4.2,SUPP065
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0122,630.38,262033,25,0.6,2.4,SUPP063
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0316,192.58,277101,11,0.58,2.0,SUPP017
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0143,315.47,32351,43,0.56,4.4,SUPP070
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0495,649.14,261691,2,0.74,3.6,SUPP075
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0467,734.08,254645,12,0.96,1.0,SUPP032
SUPP043,Cree LED,"Bangalore, India",COMP0172,27.52,133490,28,0.9,1.1,SUPP099
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0329,262.21,12527,11,0.67,4.6,SUPP081
SUPP075,Illinois Capacitor,"London, UK",COMP0108,705.83,76011,40,0.83,4.8,SUPP100
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0088,279.71,118146,40,0.52,2.2,SUPP002
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0470,571.77,320792,6,0.91,4.6,SUPP008
SUPP091,Ohmite,"Osaka, Japan",COMP0212,438.34,17513,19,0.77,1.2,SUPP065
SUPP067,MACOM Technology,"Shenzhen, China",COMP0457,474.2,327518,28,0.76,4.9,SUPP031
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0120,453.98,9498,21,0.86,1.3,SUPP078
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0110,574.54,131227,14,0.74,2.3,SUPP076
SUPP043,Cree LED,"Bangalore, India",COMP0489,229.18,285692,17,0.93,4.8,SUPP097
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0234,529.04,492517,50,0.97,3.1,SUPP086
SUPP080,Bourns Inductors,"Shanghai, China",COMP0089,195.21,329895,8,0.79,4.3,SUPP063
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0377,619.76,216264,23,0.61,4.8,SUPP016
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0119,663.72,39860,29,0.64,2.3,SUPP017
SUPP099,Cohu Inc,"Bangalore, India",COMP0041,399.17,166410,21,0.63,1.5,SUPP005
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0081,601.19,70782,20,0.73,1.0,SUPP079
SUPP099,Cohu Inc,"Bangalore, India",COMP0151,42.58,173990,14,0.75,1.1,SUPP082
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0469,178.58,272445,24,0.75,2.9,SUPP090
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0247,330.58,307648,47,0.67,4.5,SUPP079
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0333,485.33,106207,44,0.83,4.8,SUPP078
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0259,220.65,164942,27,0.8,3.7,SUPP062
SUPP025,Maxim Integrated,"Milan, Italy",COMP0405,2.91,475011,25,0.58,4.0,SUPP033
SUPP026,Lattice Semiconductor,Singapore,COMP0225,220.09,489774,1,0.61,2.7,SUPP094
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0401,634.62,222369,52,0.84,4.1,SUPP042
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0211,71.73,121290,33,0.9,2.2,SUPP090
SUPP031,Rubycon,"Zurich, Switzerland",COMP0253,623.32,145056,40,0.78,2.7,SUPP098
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0110,748.21,430125,36,0.95,4.6,SUPP059
SUPP047,Sensata Technologies,"Shanghai, China",COMP0013,459.21,273422,10,0.72,4.6,SUPP031
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0491,744.7,199023,47,0.59,1.5,SUPP066
SUPP081,Eaton Electronics,"Bangalore, India",COMP0171,404.45,146435,7,0.97,5.0,SUPP089
SUPP058,ITT Cannon,"Munich, Germany",COMP0243,623.33,145698,16,0.73,1.3,SUPP099
SUPP033,Bel Fuse,"Munich, Germany",COMP0393,675.01,131247,47,0.88,3.6,SUPP026
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0456,235.29,425625,5,0.78,1.7,SUPP100
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0241,376.6,4638,3,0.98,2.1,SUPP089
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0247,385.61,70131,34,0.96,2.5,SUPP051
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0321,703.69,294349,11,0.62,3.3,SUPP077
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0268,219.14,445,3,0.58,3.3,SUPP085
SUPP043,Cree LED,"Bangalore, India",COMP0198,443.36,158601,50,0.59,1.5,SUPP082
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0433,502.14,307024,24,0.79,3.1,SUPP064
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0148,595.8,233894,9,0.81,3.0,SUPP048
SUPP031,Rubycon,"Zurich, Switzerland",COMP0340,635.72,141672,3,0.79,2.9,SUPP038
